MAG	Depth	Cluster ID	Representative sequence
M_DeepCast_100m_m1_071	100	440_1	No
K_DeepCast_100m_m1_076	100	440_1	No
K_DeepCast_100m_m2_282	100	439_1	No
M_DeepCast_100m_m1_028	100	439_1	No
K_DeepCast_100m_m2_080	100	438_1	No
M_DeepCast_100m_mx_213	100	438_1	No
K_DeepCast_100m_m2_239	100	434_1	No
K_DeepCast_100m_m2_279	100	432_1	No
M_DeepCast_100m_mx_210	100	432_1	No
K_DeepCast_100m_m2_289	100	423_0	Representative sequence
K_DeepCast_100m_m1_326	100	415_1	Representative sequence
K_DeepCast_100m_m2_315	100	412_0	Representative sequence
K_DeepCast_100m_m2_014	100	411_1	No
K_DeepCast_100m_m1_330	100	410_1	No
K_DeepCast_100m_m1_279	100	406_1	No
M_DeepCast_100m_m2_015	100	406_1	No
M_DeepCast_100m_mx_202	100	403_1	No
M_DeepCast_100m_mx_180	100	402_0	No
K_DeepCast_100m_m2_007	100	400_1	No
M_DeepCast_100m_m1_054	100	400_1	No
M_DeepCast_100m_mx_253	100	399_2	No
K_DeepCast_100m_m1_037	100	397_1	No
M_DeepCast_100m_mx_238	100	397_1	No
K_DeepCast_100m_mx_320	100	394_4	No
K_DeepCast_100m_mx_099	100	391_1	No
M_DeepCast_100m_m1_344	100	391_1	No
M_DeepCast_100m_m1_330	100	385_1	No
K_DeepCast_100m_m1_302	100	385_1	No
M_DeepCast_100m_m1_314	100	384_1	No
K_DeepCast_100m_mx_218	100	384_1	Representative sequence
K_DeepCast_100m_m2_268	100	381_1	Representative sequence
M_DeepCast_100m_m2_034	100	378_1	No
K_DeepCast_100m_mx_054	100	378_1	No
M_DeepCast_100m_mx_224	100	377_1	No
M_DeepCast_100m_m2_125	100	376_1	No
K_DeepCast_100m_m2_278	100	376_1	No
K_DeepCast_100m_mx_132	100	372_2	No
M_DeepCast_100m_m2_031	100	372_2	No
M_DeepCast_100m_mx_194	100	371_1	No
M_DeepCast_100m_m2_124	100	370_1	No
M_DeepCast_100m_m2_105	100	364_1	No
K_DeepCast_100m_m1_009	100	364_1	No
M_DeepCast_100m_m1_332	100	356_1	No
M_DeepCast_100m_mx_317	100	355_1	No
K_DeepCast_100m_m1_188	100	355_1	No
M_DeepCast_100m_m2_139	100	352_2	No
M_DeepCast_100m_m1_099	100	351_1	No
M_DeepCast_100m_m2_198	100	349_1	No
M_DeepCast_100m_m1_151	100	341_1	No
K_DeepCast_100m_m1_296	100	339_1	No
M_DeepCast_100m_m1_138	100	334_2	No
K_DeepCast_100m_m2_316	100	330_1	Representative sequence
M_DeepCast_100m_m1_363	100	330_1	No
K_DeepCast_100m_mx_030	100	327_1	No
K_DeepCast_100m_mx_279	100	325_2	No
M_DeepCast_100m_mx_270	100	325_2	No
M_DeepCast_100m_m1_095	100	322_1	No
K_DeepCast_100m_m1_071	100	322_1	No
M_DeepCast_100m_m2_243	100	312_1	Representative sequence
K_DeepCast_100m_mx_007	100	312_1	No
K_DeepCast_100m_m2_328	100	311_1	Representative sequence
M_DeepCast_100m_m2_089	100	311_1	No
M_DeepCast_100m_m2_353	100	309_1	No
K_DeepCast_100m_m2_326	100	309_1	No
M_DeepCast_100m_m1_347	100	308_1	No
K_DeepCast_100m_m1_313	100	308_1	No
M_DeepCast_100m_m1_340	100	307_1	No
K_DeepCast_100m_m2_016	100	307_1	No
M_DeepCast_100m_m1_317	100	305_2	Representative sequence
K_DeepCast_100m_m1_266	100	305_2	No
K_DeepCast_100m_m2_025	100	304_1	No
M_DeepCast_100m_m1_323	100	304_1	Representative sequence
M_DeepCast_100m_m1_320	100	303_1	No
K_DeepCast_100m_m2_133	100	303_1	No
M_DeepCast_100m_m1_288	100	302_1	No
K_DeepCast_100m_m1_264	100	302_1	No
M_DeepCast_100m_m2_210	100	301_1	No
K_DeepCast_100m_m2_028	100	297_1	Representative sequence
M_DeepCast_100m_m2_280	100	297_1	No
M_DeepCast_100m_m2_010	100	295_1	Representative sequence
K_DeepCast_100m_m1_022	100	294_1	No
M_DeepCast_100m_m1_110	100	294_1	No
K_DeepCast_100m_mx_304	100	293_1	No
M_DeepCast_100m_m1_050	100	293_1	No
M_DeepCast_100m_m1_068	100	292_1	No
K_DeepCast_100m_mx_325	100	292_1	No
K_DeepCast_100m_m1_325	100	290_1	No
M_DeepCast_100m_m1_012	100	290_1	No
K_DeepCast_100m_m2_187	100	287_0	No
M_DeepCast_100m_m2_072	100	286_1	Representative sequence
K_DeepCast_100m_m2_264	100	286_1	No
M_DeepCast_100m_mx_094	100	285_1	No
K_DeepCast_100m_mx_033	100	285_1	No
K_DeepCast_100m_m2_290	100	284_13	No
M_DeepCast_100m_m1_088	100	284_10	No
M_DeepCast_100m_mx_044	100	284_1	No
M_DeepCast_100m_m1_331	100	283_5	No
M_DeepCast_100m_m2_338	100	280_1	No
M_DeepCast_100m_m2_238	100	276_1	No
K_DeepCast_100m_m1_058	100	276_1	No
K_DeepCast_100m_m2_307	100	273_1	Representative sequence
M_DeepCast_100m_m1_352	100	272_1	No
K_DeepCast_100m_m1_300	100	272_1	No
M_DeepCast_100m_m2_292	100	269_2	No
K_DeepCast_100m_m2_276	100	269_2	No
K_DeepCast_100m_mx_315	100	267_1	No
K_DeepCast_100m_m2_321	100	263_1	Representative sequence
M_DeepCast_100m_m2_018	100	263_1	No
K_DeepCast_100m_mx_220	100	257_1	No
K_DeepCast_100m_m2_116	100	246_1	No
M_DeepCast_100m_m1_324	100	246_1	No
K_DeepCast_100m_m2_001	100	245_1	No
K_DeepCast_100m_m1_044	100	243_1	No
M_DeepCast_100m_m1_210	100	243_1	No
K_DeepCast_100m_m1_286	100	244_0	No
M_DeepCast_100m_m1_047	100	242_1	No
M_DeepCast_100m_m2_097	100	240_1	No
K_DeepCast_100m_m2_085	100	240_1	No
K_DeepCast_100m_m2_095	100	239_1	No
M_DeepCast_100m_m1_011	100	237_1	No
K_DeepCast_100m_mx_019	100	237_1	No
K_DeepCast_100m_m1_109	100	234_1	No
M_DeepCast_100m_m2_115	100	233_1	No
K_DeepCast_100m_m2_226	100	231_1	No
K_DeepCast_100m_m2_324	100	230_1	Representative sequence
M_DeepCast_100m_mx_252	100	230_1	No
M_DeepCast_100m_mx_116	100	229_1	No
M_DeepCast_100m_m2_310	100	227_1	No
K_DeepCast_100m_mx_307	100	227_1	No
K_DeepCast_100m_m2_205	100	215_1	No
M_DeepCast_100m_mx_174	100	215_1	No
K_DeepCast_100m_m2_293	100	212_1	No
K_DeepCast_100m_m2_263	100	208_1	No
M_DeepCast_100m_m2_065	100	208_1	No
K_DeepCast_100m_m1_289	100	206_1	No
M_DeepCast_100m_mx_215	100	206_1	No
M_DeepCast_100m_m1_002	100	205_1	No
M_DeepCast_100m_m2_230	100	203_1	No
K_DeepCast_100m_m2_209	100	202_1	No
M_DeepCast_100m_m2_355	100	202_1	No
K_DeepCast_100m_m2_157	100	201_1	No
M_DeepCast_100m_m1_147	100	201_1	No
K_DeepCast_100m_m2_213	100	199_1	No
M_DeepCast_100m_m2_256	100	199_1	No
K_DeepCast_100m_m2_255	100	198_1	No
M_DeepCast_100m_m2_108	100	198_1	No
K_DeepCast_100m_m2_115	100	196_1	No
M_DeepCast_100m_mx_266	100	196_1	No
M_DeepCast_100m_m2_063	100	195_1	No
K_DeepCast_100m_m2_143	100	195_1	No
M_DeepCast_100m_m2_246	100	194_1	No
K_DeepCast_100m_m1_329	100	193_1	No
M_DeepCast_100m_m1_016	100	193_1	No
K_DeepCast_100m_m2_131	100	192_1	No
M_DeepCast_100m_m1_024	100	190_1	No
M_DeepCast_100m_mx_168	100	187_1	No
K_DeepCast_100m_m1_043	100	187_1	No
M_DeepCast_100m_m2_191	100	184_1	No
M_DeepCast_100m_mx_123	100	183_1	No
K_DeepCast_100m_m2_233	100	183_1	No
K_DeepCast_100m_mx_095	100	182_1	No
M_DeepCast_100m_m2_107	100	181_1	No
K_DeepCast_100m_m2_238	100	181_1	No
M_DeepCast_100m_m2_282	100	177_1	No
K_DeepCast_100m_m2_129	100	176_1	No
M_DeepCast_100m_m2_288	100	176_1	No
M_DeepCast_100m_m1_374	100	175_1	No
K_DeepCast_100m_m2_013	100	175_1	No
M_DeepCast_100m_m2_069	100	174_1	No
K_DeepCast_100m_m2_049	100	174_1	No
M_DeepCast_100m_m2_045	100	173_1	No
K_DeepCast_100m_m2_207	100	173_1	No
M_DeepCast_100m_m2_314	100	171_1	No
K_DeepCast_100m_m2_211	100	171_1	No
M_DeepCast_100m_m1_349	100	170_1	No
K_DeepCast_100m_m1_311	100	170_1	No
K_DeepCast_100m_m1_002	100	169_1	No
M_DeepCast_100m_m2_214	100	169_1	Representative sequence
M_DeepCast_100m_m2_096	100	168_1	No
K_DeepCast_100m_mx_077	100	168_1	No
K_DeepCast_100m_m2_107	100	166_1	No
M_DeepCast_100m_m1_014	100	166_1	Representative sequence
K_DeepCast_100m_m2_295	100	165_1	No
K_DeepCast_100m_m2_090	100	164_1	No
M_DeepCast_100m_m1_372	100	164_1	No
M_DeepCast_100m_m1_373	100	163_1	Representative sequence
K_DeepCast_100m_m1_319	100	163_1	No
M_DeepCast_100m_m2_217	100	161_1	No
K_DeepCast_100m_m1_087	100	161_1	No
K_DeepCast_100m_mx_053	100	162_0	No
M_DeepCast_100m_m2_052	100	155_1	No
K_DeepCast_100m_mx_014	100	155_1	No
M_DeepCast_100m_m1_133	100	154_1	No
M_DeepCast_100m_m1_339	100	153_1	No
M_DeepCast_100m_m1_354	100	150_1	No
M_DeepCast_100m_m2_158	100	149_1	No
M_DeepCast_100m_mx_232	100	148_1	No
M_DeepCast_100m_m2_066	100	147_1	Representative sequence
M_DeepCast_100m_mx_118	100	146_2	Representative sequence
M_DeepCast_100m_m2_149	100	144_1	Representative sequence
M_DeepCast_100m_mx_069	100	128_3	No
K_DeepCast_100m_mx_063	100	128_3	No
K_DeepCast_100m_m1_293	100	128_1	No
M_DeepCast_100m_m2_128	100	128_1	No
K_DeepCast_100m_mx_141	100	127_2	Representative sequence
M_DeepCast_100m_m1_327	100	127_1	No
M_surface_10_m2_100	10	125_1	Representative sequence
M_DeepCast_100m_mx_162	100	125_1	No
K_DeepCast_100m_mx_195	100	123_1	No
K_DeepCast_100m_mx_336	100	112_1	No
M_DeepCast_100m_mx_184	100	112_1	No
K_DeepCast_100m_m1_167	100	111_1	No
K_DeepCast_100m_m1_005	100	107_1	No
M_DeepCast_100m_m1_018	100	107_1	No
K_DeepCast_100m_m2_178	100	104_1	No
M_DeepCast_100m_m2_143	100	104_1	No
K_DeepCast_100m_m2_117	100	103_1	No
M_DeepCast_100m_m1_378	100	103_1	No
K_DeepCast_100m_m2_203	100	101_1	Representative sequence
M_DeepCast_100m_m1_318	100	101_1	No
K_DeepCast_100m_m2_266	100	100_1	No
M_DeepCast_100m_mx_231	100	100_1	No
K_DeepCast_100m_m2_305	100	99_1	Representative sequence
M_DeepCast_100m_m1_353	100	99_1	No
K_DeepCast_100m_m2_017	100	98_1	No
M_DeepCast_100m_m2_177	100	98_1	No
K_DeepCast_100m_m2_048	100	97_1	No
K_DeepCast_100m_m2_241	100	95_0	Representative sequence
M_DeepCast_100m_m1_204	100	94_1	No
K_DeepCast_100m_m1_220	100	94_1	No
M_DeepCast_100m_m1_003	100	92_1	No
K_DeepCast_100m_m1_307	100	92_1	Representative sequence
K_DeepCast_100m_m1_029	100	93_0	No
K_DeepCast_100m_m2_111	100	87_1	No
K_DeepCast_100m_mx_256	100	86_1	No
M_DeepCast_100m_mx_268	100	86_1	No
M_DeepCast_100m_m2_169	100	85_1	No
K_DeepCast_100m_m1_334	100	85_1	No
K_DeepCast_100m_m2_272	100	78_1	No
K_DeepCast_100m_mx_039	100	69_1	No
M_DeepCast_100m_m1_215	100	63_1	No
K_DeepCast_100m_mx_210	100	60_0	Representative sequence
M_DeepCast_100m_m2_083	100	58_1	No
K_DeepCast_100m_mx_091	100	58_1	No
K_DeepCast_100m_mx_333	100	55_1	No
K_DeepCast_100m_mx_204	100	49_1	No
K_DeepCast_100m_mx_126	100	47_1	No
K_DeepCast_100m_m1_095	100	46_1	No
K_DeepCast_100m_mx_037	100	39_1	No
M_DeepCast_100m_m2_188	100	39_1	No
K_DeepCast_100m_m2_189	100	38_1	Representative sequence
M_DeepCast_100m_mx_110	100	38_2	No
M_DeepCast_100m_mx_328	100	37_1	No
K_DeepCast_100m_mx_276	100	37_1	Representative sequence
K_DeepCast_100m_m1_199	100	36_1	Representative sequence
M_DeepCast_100m_m2_116	100	36_2	No
K_DeepCast_100m_m1_277	100	35_1	No
M_DeepCast_100m_m2_344	100	35_1	No
K_DeepCast_100m_m1_112	100	24_1	Representative sequence
M_DeepCast_100m_mx_130	100	24_1	No
K_DeepCast_100m_m2_152	100	24_7	Representative sequence
M_DeepCast_100m_mx_191	100	24_12	Representative sequence
K_DeepCast_100m_m2_074	100	22_1	No
K_DeepCast_100m_m2_162	100	18_1	Representative sequence
K_DeepCast_100m_mx_184	100	17_1	No
M_DeepCast_100m_m2_046	100	17_1	No
K_DeepCast_100m_m2_073	100	15_1	No
M_DeepCast_100m_m2_152	100	15_1	No
K_DeepCast_100m_m1_216	100	16_0	No
K_DeepCast_100m_m1_290	100	14_1	No
K_DeepCast_100m_m2_081	100	13_3	No
K_DeepCast_100m_m1_278	100	12_1	Representative sequence
K_DeepCast_100m_m2_176	100	11_1	Representative sequence
M_DeepCast_100m_m2_146	100	11_1	No
M_DeepCast_100m_m2_241	100	10_1	No
K_DeepCast_100m_m2_118	100	10_1	Representative sequence
K_DeepCast_100m_m1_082	100	9_1	No
M_DeepCast_100m_m1_169	100	9_1	No
K_DeepCast_100m_m1_137	100	8_1	No
K_DeepCast_100m_m1_141	100	3_0	No
M_surface_9_m2_101	9	492_1	Representative sequence
M_surface_8_m2_101	8	451_1	No
M_surface_8_mx_101	8	200_1	No
M_surface_6_mx_102	6	282_1	No
M_surface_10_mx_103	10	554_0	No
M_surface_10_m2_104	10	356_1	No
K_Offshore_surface_m2_104	0	203_1	No
M_surface_7_m2_105	7	512_1	No
M_surface_7_m2_106	7	170_1	No
M_surface_10_m2_107	10	203_1	No
M_surface_10_m2_108	10	579_1	No
M_surface_9_mx_108	9	550_2	No
M_surface_10_mx_108	10	537_1	No
M_surface_9_m2_109	9	356_1	Representative sequence
M_surface_8_m2_109	8	161_1	No
M_surface_8_m2_110	8	556_9	Representative sequence
M_surface_9_m1_110	9	302_1	No
M_surface_6_m1_110	6	168_1	No
M_surface_10_m2_111	10	404_1	No
M_surface_7_m2_111	7	352_2	No
K_Offshore_surface_mx_112	0	594_1	No
M_surface_10_m2_112	10	355_1	No
M_surface_9_m2_112	9	208_1	Representative sequence
M_surface_10_m2_113	10	471_1	No
K_Offshore_surface_m2_113	0	414_1	No
M_surface_9_m1_114	9	504_0	No
K_Offshore_surface_m2_115	0	286_1	No
M_surface_10_mx_116	10	564_1	No
M_surface_9_m2_117	9	276_1	No
M_surface_9_m2_118	9	503_1	No
K_Offshore_surface_mx_118	0	130_1	No
M_surface_10_m2_119	10	477_1	Representative sequence
K_Offshore_120m_m2_149	120	605_1	No
K_Offshore_120m_m2_180	120	604_1	No
K_Offshore_120m_m1_047	120	601_1	No
K_Offshore_120m_m2_094	120	599_1	No
K_Offshore_120m_m2_124	120	598_1	No
K_Offshore_120m_m2_061	120	597_1	No
K_Offshore_120m_mx_112	120	594_1	No
K_Offshore_120m_m1_068	120	592_1	No
K_Offshore_120m_m1_197	120	580_1	No
K_Offshore_120m_m1_186	120	572_1	No
K_Offshore_120m_mx_126	120	567_0	No
K_Offshore_120m_m2_083	120	565_1	No
M_surface_7_m2_120	7	564_1	No
K_Offshore_120m_m2_132	120	557_1	No
K_Offshore_120m_mx_094	120	556_20	Representative sequence
K_Offshore_120m_mx_059	120	555_1	No
K_Offshore_120m_m2_193	120	550_1	No
K_Offshore_120m_m2_117	120	549_1	No
K_Offshore_120m_m2_070	120	542_1	No
K_Offshore_120m_m2_103	120	540_1	No
K_Offshore_120m_mx_063	120	521_0	No
K_Offshore_120m_m2_055	120	506_0	Representative sequence
K_Offshore_120m_m2_181	120	502_2	No
K_Offshore_120m_mx_189	120	501_3	No
K_Offshore_120m_m2_017	120	499_1	No
K_Offshore_120m_m2_011	120	496_1	No
K_Offshore_120m_mx_012	120	495_1	No
K_Offshore_120m_mx_086	120	494_1	No
K_Offshore_120m_mx_035	120	492_1	No
K_Offshore_120m_mx_102	120	490_1	No
K_Offshore_120m_m2_123	120	470_1	No
K_Offshore_120m_m2_056	120	454_1	No
K_Offshore_120m_m2_148	120	450_1	Representative sequence
K_Offshore_120m_m2_156	120	445_1	No
K_Offshore_120m_m1_192	120	440_1	No
K_Offshore_120m_m2_203	120	434_1	No
K_Offshore_120m_mx_128	120	403_1	No
K_Offshore_120m_m2_077	120	400_1	No
K_Offshore_120m_m2_081	120	399_2	No
K_Offshore_120m_m1_033	120	399_1	No
K_Offshore_120m_m1_185	120	397_1	No
K_Offshore_120m_m2_085	120	387_1	No
K_Offshore_120m_m2_002	120	385_1	No
K_Offshore_120m_m2_036	120	383_1	No
K_Offshore_120m_m2_111	120	382_1	No
K_Offshore_120m_m2_012	120	380_1	No
K_Offshore_120m_mx_162	120	378_1	Representative sequence
K_Offshore_120m_m2_142	120	377_1	No
K_Offshore_120m_m2_040	120	376_1	No
K_Offshore_120m_m2_037	120	375_1	Representative sequence
K_Offshore_120m_m2_200	120	374_1	Representative sequence
K_Offshore_120m_m2_087	120	372_1	No
K_Offshore_120m_mx_013	120	371_1	No
K_Offshore_120m_m1_149	120	369_1	No
K_Offshore_120m_m2_120	120	368_1	No
K_Offshore_120m_m2_042	120	365_1	No
K_Offshore_120m_m2_007	120	364_1	No
K_Offshore_120m_m1_138	120	362_0	No
K_Offshore_120m_m2_044	120	361_1	No
K_Offshore_120m_m2_046	120	360_1	No
K_Offshore_120m_m1_131	120	355_1	No
K_Offshore_120m_m2_043	120	354_1	Representative sequence
K_Offshore_120m_mx_195	120	351_1	No
K_Offshore_120m_m2_053	120	350_1	No
K_Offshore_120m_mx_193	120	349_1	No
K_Offshore_120m_m2_153	120	348_1	No
K_Offshore_120m_m2_182	120	346_1	No
K_Offshore_120m_m2_005	120	345_1	No
K_Offshore_120m_m2_097	120	344_1	No
K_Offshore_120m_m2_169	120	341_1	No
K_Offshore_120m_mx_084	120	331_1	No
K_Offshore_120m_m2_138	120	328_1	No
K_Offshore_120m_m2_105	120	325_1	No
K_Offshore_120m_m2_058	120	324_1	Representative sequence
K_Offshore_120m_mx_011	120	322_1	No
K_Offshore_120m_m2_157	120	316_1	No
K_Offshore_120m_m2_155	120	314_1	No
K_Offshore_120m_mx_085	120	313_0	No
K_Offshore_120m_m1_135	120	309_1	No
K_Offshore_120m_m2_091	120	307_1	No
K_Offshore_120m_m2_196	120	295_2	Representative sequence
K_Offshore_120m_m1_183	120	293_1	No
K_Offshore_120m_m2_074	120	292_1	No
K_Offshore_120m_m2_080	120	290_1	No
K_Offshore_120m_m2_172	120	289_1	No
K_Offshore_120m_m1_194	120	286_2	Representative sequence
K_Offshore_120m_mx_149	120	285_1	No
K_Offshore_120m_m2_034	120	283_8	Representative sequence
K_Offshore_120m_mx_038	120	279_1	No
K_Offshore_120m_mx_080	120	278_1	No
K_Offshore_120m_m2_178	120	275_1	No
K_Offshore_120m_m2_125	120	274_1	No
K_Offshore_120m_mx_077	120	268_1	No
K_Offshore_120m_m2_174	120	265_1	No
K_Offshore_120m_m2_109	120	256_1	No
K_Offshore_120m_m2_006	120	254_1	Representative sequence
K_Offshore_120m_m2_108	120	255_0	No
K_Offshore_120m_m2_038	120	253_1	Representative sequence
K_Offshore_120m_mx_114	120	252_1	No
K_Offshore_120m_m2_001	120	251_1	No
K_Offshore_120m_m2_168	120	248_0	No
K_Offshore_120m_m2_022	120	247_1	No
K_Offshore_120m_m1_148	120	241_1	No
K_Offshore_120m_m2_073	120	240_1	No
K_Offshore_120m_m1_127	120	237_1	No
K_Offshore_120m_m1_124	120	229_1	No
K_Offshore_120m_m2_187	120	227_1	No
K_Offshore_120m_m2_141	120	224_1	Representative sequence
K_Offshore_120m_mx_008	120	223_1	No
K_Offshore_120m_m2_118	120	222_1	No
K_Offshore_120m_mx_222	120	221_1	Representative sequence
K_Offshore_120m_m2_096	120	214_1	No
K_Offshore_120m_mx_088	120	213_1	No
K_Offshore_120m_m2_041	120	211_1	Representative sequence
K_Offshore_120m_m1_170	120	205_1	No
K_Offshore_120m_m2_147	120	203_1	No
K_Offshore_120m_m1_107	120	202_1	No
K_Offshore_120m_m1_195	120	201_2	Representative sequence
K_Offshore_120m_m1_205	120	199_1	No
K_Offshore_120m_m2_004	120	198_1	No
K_Offshore_120m_m2_170	120	196_1	No
K_Offshore_120m_m2_194	120	193_1	No
K_Offshore_120m_m2_199	120	192_1	No
K_Offshore_120m_m2_130	120	191_1	No
K_Offshore_120m_m2_190	120	189_1	No
K_Offshore_120m_m1_157	120	187_1	No
K_Offshore_120m_m1_013	120	183_1	No
K_Offshore_120m_m1_203	120	178_0	Representative sequence
K_Offshore_120m_m2_129	120	166_1	No
K_Offshore_120m_m1_182	120	163_1	No
K_Offshore_120m_m2_089	120	154_1	No
K_Offshore_120m_m2_060	120	148_1	No
K_Offshore_120m_m2_195	120	146_1	No
K_Offshore_120m_m1_165	120	142_1	No
K_Offshore_120m_m2_144	120	141_1	No
K_Offshore_120m_mx_131	120	129_1	No
K_Offshore_120m_m1_147	120	128_7	No
K_Offshore_120m_m2_159	120	122_1	No
K_Offshore_120m_m2_146	120	119_1	Representative sequence
K_Offshore_120m_m2_116	120	118_1	No
K_Offshore_120m_m2_143	120	117_1	No
K_Offshore_120m_m2_133	120	114_1	No
K_Offshore_120m_m2_068	120	108_1	No
K_Offshore_120m_mx_056	120	107_1	No
K_Offshore_120m_m2_023	120	91_1	Representative sequence
K_Offshore_120m_m1_174	120	85_1	No
K_Offshore_120m_m1_041	120	68_1	Representative sequence
K_Offshore_120m_mx_204	120	67_1	No
K_Offshore_120m_m2_189	120	66_1	No
K_Offshore_120m_m2_167	120	64_1	No
K_Offshore_120m_mx_096	120	65_0	No
K_Offshore_120m_m1_048	120	63_1	No
K_Offshore_120m_mx_133	120	62_1	No
K_Offshore_120m_m1_009	120	50_1	Representative sequence
K_Offshore_120m_m1_014	120	48_1	No
K_Offshore_120m_m2_035	120	7_0	Representative sequence
K_Offshore_120m_m2_049	120	4_0	No
M_surface_6_m2_121	6	545_0	Representative sequence
M_surface_8_m1_121	8	499_1	No
M_surface_7_m1_121	7	454_1	No
M_surface_8_m2_121	8	201_1	No
M_surface_10_mx_121	10	158_2	No
M_surface_7_m2_122	7	578_1	No
K_Offshore_surface_m1_122	0	526_1	No
M_surface_8_m2_122	8	169_1	No
M_surface_9_mx_123	9	579_1	No
M_surface_8_mx_123	8	466_1	No
M_surface_9_m2_124	9	594_1	No
M_surface_7_m1_124	7	542_1	No
M_surface_10_m2_125	10	585_1	No
M_surface_7_m2_125	7	472_1	No
K_Offshore_surface_m2_125	0	304_1	No
M_surface_10_mx_126	10	152_0	No
M_surface_8_mx_127	8	520_0	No
M_surface_10_m2_127	10	502_2	No
M_surface_8_m2_127	8	468_5	No
M_surface_6_m2_128	6	475_1	No
K_Offshore_surface_m2_128	0	300_1	No
M_surface_7_m2_128	7	181_1	No
K_Offshore_surface_m2_129	0	467_1	No
M_surface_8_mx_129	8	292_1	No
M_surface_7_m2_129	7	130_1	No
M_surface_9_mx_130	9	573_1	Representative sequence
K_Offshore_surface_mx_130	0	281_1	Representative sequence
K_Offshore_surface_m2_130	0	208_1	No
M_surface_6_m2_131	6	587_1	No
M_surface_9_m2_131	9	471_1	No
K_Offshore_surface_m2_131	0	356_1	No
M_surface_10_m2_131	10	198_1	No
M_surface_7_m2_132	7	304_1	No
M_surface_10_mx_133	10	539_0	No
M_surface_6_mx_134	6	518_1	No
K_Offshore_surface_mx_134	0	295_1	No
M_surface_7_m2_134	7	286_1	No
M_surface_6_m1_135	6	557_2	No
M_surface_6_mx_135	6	540_1	No
M_surface_9_m2_135	9	171_1	No
M_surface_10_m2_136	10	496_1	Representative sequence
M_surface_8_m2_136	8	126_1	No
M_surface_9_m2_137	9	515_1	Representative sequence
M_surface_7_m1_137	7	499_1	No
M_surface_9_m2_138	9	477_1	No
K_Offshore_surface_m2_138	0	173_1	No
M_surface_6_m2_140	6	284_11	No
M_surface_9_m2_140	9	198_1	No
M_surface_8_mx_141	8	188_0	No
M_surface_10_m2_141	10	153_1	Representative sequence
M_surface_9_m1_142	9	542_1	No
K_Offshore_surface_mx_142	0	500_1	No
M_surface_9_m2_142	9	352_1	No
M_surface_6_m2_142	6	325_2	No
M_surface_9_m1_143	9	557_2	No
M_surface_9_mx_143	9	147_1	No
M_surface_6_m1_144	6	130_1	No
M_surface_7_m2_146	7	540_1	No
M_surface_6_m2_146	6	471_1	No
M_surface_10_m2_146	10	468_6	No
M_surface_9_m2_146	9	467_1	No
M_surface_7_m2_147	7	439_1	No
M_surface_8_mx_147	8	173_1	No
K_Offshore_surface_m2_147	0	170_1	No
M_surface_10_mx_148	10	548_1	No
M_surface_9_m2_148	9	173_1	No
M_surface_10_mx_149	10	574_1	No
K_DeepCast_150m_m1_145	150	608_1	No
K_DeepCast_150m_m2_121	150	609_0	No
K_DeepCast_150m_m2_107	150	605_1	No
K_DeepCast_150m_m2_130	150	602_1	No
K_DeepCast_150m_m2_029	150	598_1	No
K_DeepCast_150m_m1_134	150	597_1	No
K_DeepCast_150m_m1_178	150	595_1	No
K_DeepCast_150m_m2_125	150	594_1	No
K_DeepCast_150m_m2_338	150	590_1	No
K_DeepCast_150m_m2_042	150	585_1	No
K_DeepCast_150m_m1_071	150	580_1	No
K_DeepCast_150m_m2_047	150	579_1	No
K_DeepCast_150m_m2_145	150	578_1	No
K_DeepCast_150m_m2_152	150	577_2	No
K_DeepCast_150m_m1_069	150	572_1	No
K_DeepCast_150m_m2_158	150	571_1	No
K_DeepCast_150m_m2_131	150	570_1	No
K_DeepCast_150m_m2_227	150	569_1	No
K_DeepCast_150m_m2_013	150	566_1	No
K_DeepCast_150m_m2_062	150	565_1	No
K_DeepCast_150m_m1_373	150	559_1	No
K_DeepCast_150m_m2_144	150	557_2	No
K_DeepCast_150m_m2_046	150	556_9	No
K_DeepCast_150m_m2_028	150	556_1	No
K_DeepCast_150m_m1_115	150	555_1	No
K_DeepCast_150m_m2_209	150	551_1	No
K_DeepCast_150m_m1_142	150	549_1	No
K_DeepCast_150m_m2_020	150	548_1	No
K_DeepCast_150m_m1_182	150	542_1	No
K_DeepCast_150m_m2_191	150	541_9	No
K_DeepCast_150m_m2_093	150	540_1	No
K_DeepCast_150m_m1_381	150	528_1	No
K_DeepCast_150m_m2_232	150	518_1	No
K_DeepCast_150m_m1_097	150	513_1	No
K_DeepCast_150m_m1_358	150	507_1	No
K_DeepCast_150m_m1_322	150	503_1	No
K_DeepCast_150m_m1_154	150	502_1	No
K_DeepCast_150m_m2_230	150	499_1	No
K_DeepCast_150m_m2_189	150	497_1	No
K_DeepCast_150m_m2_043	150	496_1	No
K_DeepCast_150m_m2_226	150	495_1	No
K_DeepCast_150m_m2_309	150	494_1	No
K_DeepCast_150m_m2_055	150	493_1	No
K_DeepCast_150m_m1_151	150	492_1	No
K_DeepCast_150m_m2_241	150	487_1	No
K_DeepCast_150m_m1_025	150	486_1	No
K_DeepCast_150m_m2_054	150	485_1	No
K_DeepCast_150m_m1_393	150	482_1	No
K_DeepCast_150m_m1_319	150	481_1	No
K_DeepCast_150m_m1_374	150	478_1	No
K_DeepCast_150m_m2_101	150	473_2	Representative sequence
K_DeepCast_150m_m2_036	150	472_3	No
