MAG	Depth	Cluster.ID	Representative.cluster	Representative.sequence
1580	K_DeepCast_100m_m1_071	100	322_1	No
1581	M_DeepCast_100m_m2_243	100	312_1	Representative sequence
1582	K_DeepCast_100m_mx_007	100	312_1	No
1583	K_DeepCast_100m_m2_328	100	311_1	Representative sequence
1584	M_DeepCast_100m_m2_089	100	311_1	No
1585	M_DeepCast_100m_m2_353	100	309_1	No
1586	K_DeepCast_100m_m2_326	100	309_1	No
1587	M_DeepCast_100m_m1_347	100	308_1	No
1588	K_DeepCast_100m_m1_313	100	308_1	No
1589	M_DeepCast_100m_m1_340	100	307_1	No
1590	K_DeepCast_100m_m2_016	100	307_1	No
1591	M_DeepCast_100m_m1_317	100	305_2	Representative sequence
1592	K_DeepCast_100m_m1_266	100	305_2	No
1593	K_DeepCast_100m_m2_025	100	304_1	No
1594	M_DeepCast_100m_m1_323	100	304_1	Representative sequence
1595	M_DeepCast_100m_m1_320	100	303_1	No
1596	K_DeepCast_100m_m2_133	100	303_1	No
1597	M_DeepCast_100m_m1_288	100	302_1	No
1598	K_DeepCast_100m_m1_264	100	302_1	No
1599	M_DeepCast_100m_m2_210	100	301_1	No
1600	K_DeepCast_100m_m2_028	100	297_1	Representative sequence
1601	M_DeepCast_100m_m2_280	100	297_1	No
1602	M_DeepCast_100m_m2_010	100	295_1	Representative sequence
1603	K_DeepCast_100m_m1_022	100	294_1	No
1604	M_DeepCast_100m_m1_110	100	294_1	No
1605	K_DeepCast_100m_mx_304	100	293_1	No
1606	M_DeepCast_100m_m1_050	100	293_1	No
1607	M_DeepCast_100m_m1_068	100	292_1	No
1608	K_DeepCast_100m_mx_325	100	292_1	No
1609	K_DeepCast_100m_m1_325	100	290_1	No
1610	M_DeepCast_100m_m1_012	100	290_1	No
1611	M_DeepCast_100m_m2_072	100	286_1	Representative sequence
1612	K_DeepCast_100m_m2_264	100	286_1	No
1613	M_DeepCast_100m_mx_094	100	285_1	No
1614	K_DeepCast_100m_mx_033	100	285_1	No
1615	M_DeepCast_100m_m2_338	100	280_1	No
1616	M_DeepCast_100m_m2_238	100	276_1	No
1617	K_DeepCast_100m_m1_058	100	276_1	No
1618	K_DeepCast_100m_m2_307	100	273_1	Representative sequence
1619	M_DeepCast_100m_m1_352	100	272_1	No
1620	K_DeepCast_100m_m1_300	100	272_1	No
1621	M_DeepCast_100m_m2_292	100	269_2	No
1622	K_DeepCast_100m_m2_276	100	269_2	No
1623	K_DeepCast_100m_mx_315	100	267_1	No
1624	K_DeepCast_100m_m2_321	100	263_1	Representative sequence
1625	M_DeepCast_100m_m2_018	100	263_1	No
1626	K_DeepCast_100m_mx_220	100	257_1	No
1627	K_DeepCast_100m_m2_116	100	246_1	No
1628	M_DeepCast_100m_m1_324	100	246_1	No
1629	K_DeepCast_100m_m1_044	100	243_1	No
1630	M_DeepCast_100m_m1_210	100	243_1	No
1631	M_DeepCast_100m_m1_047	100	242_1	No
1632	M_DeepCast_100m_m2_097	100	240_1	No
1633	K_DeepCast_100m_m2_085	100	240_1	No
1634	K_DeepCast_100m_m2_095	100	239_1	No
1635	M_DeepCast_100m_m1_011	100	237_1	No
1636	K_DeepCast_100m_mx_019	100	237_1	No
1637	K_DeepCast_100m_m1_109	100	234_1	No
1638	M_DeepCast_100m_m2_115	100	233_1	No
1639	K_DeepCast_100m_m2_226	100	231_1	No
1640	K_DeepCast_100m_m2_324	100	230_1	Representative sequence
1641	M_DeepCast_100m_mx_252	100	230_1	No
1642	M_DeepCast_100m_mx_116	100	229_1	No
1643	M_DeepCast_100m_m2_310	100	227_1	No
1644	K_DeepCast_100m_mx_307	100	227_1	No
1645	K_DeepCast_100m_m2_205	100	215_1	No
1646	M_DeepCast_100m_mx_174	100	215_1	No
1647	K_DeepCast_100m_m2_263	100	208_1	No
1648	M_DeepCast_100m_m2_065	100	208_1	No
1649	K_DeepCast_100m_m1_289	100	206_1	No
1650	M_DeepCast_100m_mx_215	100	206_1	No
1651	M_DeepCast_100m_m1_002	100	205_1	No
1652	M_DeepCast_100m_m2_230	100	203_1	No
1653	K_DeepCast_100m_m2_157	100	201_1	No
1654	M_DeepCast_100m_m1_147	100	201_1	No
1655	K_DeepCast_100m_m2_213	100	199_1	No
1656	M_DeepCast_100m_m2_256	100	199_1	No
1657	K_DeepCast_100m_m2_255	100	198_1	No
1658	M_DeepCast_100m_m2_108	100	198_1	No
1659	K_DeepCast_100m_m2_115	100	196_1	No
1660	M_DeepCast_100m_mx_266	100	196_1	No
1661	M_DeepCast_100m_m2_063	100	195_1	No
1662	K_DeepCast_100m_m2_143	100	195_1	No
1663	M_DeepCast_100m_m2_246	100	194_1	No
1664	K_DeepCast_100m_m1_329	100	193_1	No
1665	M_DeepCast_100m_m1_016	100	193_1	No
1666	K_DeepCast_100m_m2_131	100	192_1	No
1667	M_DeepCast_100m_m1_024	100	190_1	No
1668	M_DeepCast_100m_mx_168	100	187_1	No
1669	K_DeepCast_100m_m1_043	100	187_1	No
1670	M_DeepCast_100m_m2_191	100	184_1	No
1671	M_DeepCast_100m_mx_123	100	183_1	No
1672	K_DeepCast_100m_m2_233	100	183_1	No
1673	K_DeepCast_100m_mx_095	100	182_1	No
1674	M_DeepCast_100m_m2_107	100	181_1	No
1675	K_DeepCast_100m_m2_238	100	181_1	No
1676	M_DeepCast_100m_m2_282	100	177_1	No
1677	K_DeepCast_100m_m2_129	100	176_1	No
1678	M_DeepCast_100m_m2_288	100	176_1	No
1679	M_DeepCast_100m_m1_374	100	175_1	No
1680	K_DeepCast_100m_m2_013	100	175_1	No
1681	M_DeepCast_100m_m2_069	100	174_1	No
1682	K_DeepCast_100m_m2_049	100	174_1	No
1683	M_DeepCast_100m_m2_045	100	173_1	No
1684	K_DeepCast_100m_m2_207	100	173_1	No
1685	M_DeepCast_100m_m1_349	100	170_1	No
1686	K_DeepCast_100m_m1_311	100	170_1	No
1687	K_DeepCast_100m_m1_002	100	169_1	No
1688	M_DeepCast_100m_m2_214	100	169_1	Representative sequence
1689	M_DeepCast_100m_m2_096	100	168_1	No
1690	K_DeepCast_100m_mx_077	100	168_1	No
1691	K_DeepCast_100m_m2_107	100	166_1	No
1692	M_DeepCast_100m_m1_014	100	166_1	Representative sequence
1693	K_DeepCast_100m_m2_295	100	165_1	No
1694	K_DeepCast_100m_m2_090	100	164_1	No
1695	M_DeepCast_100m_m1_372	100	164_1	No
1696	M_DeepCast_100m_m1_373	100	163_1	Representative sequence
1697	K_DeepCast_100m_m1_319	100	163_1	No
1698	M_DeepCast_100m_m2_217	100	161_1	No
1699	K_DeepCast_100m_m1_087	100	161_1	No
1700	M_DeepCast_100m_m2_052	100	155_1	No
1701	K_DeepCast_100m_mx_014	100	155_1	No
1702	M_DeepCast_100m_m1_133	100	154_1	No
1703	M_DeepCast_100m_m1_339	100	153_1	No
1704	M_DeepCast_100m_m1_354	100	150_1	No
1705	M_DeepCast_100m_mx_232	100	148_1	No
1706	M_DeepCast_100m_m2_066	100	147_1	Representative sequence
1707	M_DeepCast_100m_mx_118	100	146_2	Representative sequence
1708	M_DeepCast_100m_m2_149	100	144_1	Representative sequence
1709	M_DeepCast_100m_mx_069	100	128_3	No
1710	K_DeepCast_100m_mx_063	100	128_3	No
1711	K_DeepCast_100m_m1_293	100	128_1	No
1712	M_DeepCast_100m_m2_128	100	128_1	No
1713	K_DeepCast_100m_mx_141	100	127_2	Representative sequence
1714	M_DeepCast_100m_m1_327	100	127_1	No
1715	M_surface_10_m2_100	10	125_1	Representative sequence
1716	M_DeepCast_100m_mx_162	100	125_1	No
1717	K_DeepCast_100m_mx_195	100	123_1	No
1718	K_DeepCast_100m_mx_336	100	112_1	No
1719	M_DeepCast_100m_mx_184	100	112_1	No
1720	K_DeepCast_100m_m1_167	100	111_1	No
1721	K_DeepCast_100m_m1_005	100	107_1	No
1722	M_DeepCast_100m_m1_018	100	107_1	No
1723	K_DeepCast_100m_m2_178	100	104_1	No
1724	M_DeepCast_100m_m2_143	100	104_1	No
1725	K_DeepCast_100m_m2_117	100	103_1	No
1726	M_DeepCast_100m_m1_378	100	103_1	No
1727	K_DeepCast_100m_m2_203	100	101_1	Representative sequence
1728	M_DeepCast_100m_m1_318	100	101_1	No
1729	K_DeepCast_100m_m2_266	100	100_1	No
1730	M_DeepCast_100m_mx_231	100	100_1	No
1731	K_DeepCast_100m_m2_305	100	99_1	Representative sequence
1732	M_DeepCast_100m_m1_353	100	99_1	No
1733	K_DeepCast_100m_m2_017	100	98_1	No
1734	M_DeepCast_100m_m2_177	100	98_1	No
1735	K_DeepCast_100m_m2_048	100	97_1	No
1736	K_DeepCast_100m_m2_241	100	95_0	Representative sequence
1737	M_DeepCast_100m_m1_003	100	92_1	No
1738	K_DeepCast_100m_m1_307	100	92_1	Representative sequence
1739	M_DeepCast_100m_m2_169	100	85_1	No
1740	K_DeepCast_100m_m1_334	100	85_1	No
1741	K_DeepCast_100m_mx_210	100	60_0	Representative sequence
1742	K_DeepCast_100m_mx_333	100	55_1	No
1743	K_DeepCast_100m_mx_204	100	49_1	No
1744	K_DeepCast_100m_m1_095	100	46_1	No
1745	K_DeepCast_100m_mx_037	100	39_1	No
1746	M_DeepCast_100m_m2_188	100	39_1	No
1747	K_DeepCast_100m_m2_189	100	38_1	Representative sequence
1748	M_DeepCast_100m_mx_328	100	37_1	No
1749	K_DeepCast_100m_mx_276	100	37_1	Representative sequence
1750	K_DeepCast_100m_m1_199	100	36_1	Representative sequence
1751	K_DeepCast_100m_m1_277	100	35_1	No
1752	M_DeepCast_100m_m2_344	100	35_1	No
1753	K_DeepCast_100m_m1_112	100	24_1	Representative sequence
1754	M_DeepCast_100m_mx_130	100	24_1	No
1755	K_DeepCast_100m_m2_152	100	24_7	Representative sequence
1756	M_DeepCast_100m_mx_191	100	24_12	Representative sequence
1757	K_DeepCast_100m_m2_074	100	22_1	No
1758	K_DeepCast_100m_m2_162	100	18_1	Representative sequence
1759	K_DeepCast_100m_mx_184	100	17_1	No
1760	M_DeepCast_100m_m2_046	100	17_1	No
1761	K_DeepCast_100m_m2_073	100	15_1	No
1762	M_DeepCast_100m_m2_152	100	15_1	No
1763	K_DeepCast_100m_m1_290	100	14_1	No
1764	K_DeepCast_100m_m1_278	100	12_1	Representative sequence
1765	K_DeepCast_100m_m2_176	100	11_1	Representative sequence
1766	M_DeepCast_100m_m2_146	100	11_1	No
1767	M_DeepCast_100m_m2_241	100	10_1	No
1768	K_DeepCast_100m_m2_118	100	10_1	Representative sequence
1769	K_DeepCast_100m_m1_082	100	9_1	No
1770	M_DeepCast_100m_m1_169	100	9_1	No
1771	K_DeepCast_100m_m1_137	100	8_1	No
1772	M_surface_9_m2_101	9	492_1	Representative sequence
1773	M_surface_8_m2_101	8	451_1	No
1774	M_surface_8_mx_101	8	200_1	No
1775	M_surface_6_mx_102	6	282_1	No
1776	M_surface_10_m2_104	10	356_1	No
1777	K_Offshore_surface_m2_104	0	203_1	No
1778	M_surface_7_m2_105	7	512_1	No
1779	M_surface_7_m2_106	7	170_1	No
1780	M_surface_10_m2_107	10	203_1	No
1781	M_surface_10_m2_108	10	579_1	No
1782	M_surface_10_mx_108	10	537_1	No
1783	M_surface_9_m2_109	9	356_1	Representative sequence
1784	M_surface_8_m2_109	8	161_1	No
1785	M_surface_8_m2_110	8	556_9	Representative sequence
1786	M_surface_9_m1_110	9	302_1	No
1787	M_surface_6_m1_110	6	168_1	No
1788	M_surface_10_m2_111	10	404_1	No
1789	M_surface_7_m2_111	7	352_2	No
1790	K_Offshore_surface_mx_112	0	594_1	No
1791	M_surface_10_m2_112	10	355_1	No
1792	M_surface_9_m2_112	9	208_1	Representative sequence
1793	M_surface_10_m2_113	10	471_1	No
1794	K_Offshore_surface_m2_113	0	414_1	No
1795	K_Offshore_surface_m2_115	0	286_1	No
1796	M_surface_10_mx_116	10	564_1	No
1797	M_surface_9_m2_117	9	276_1	No
1798	K_Offshore_surface_mx_118	0	130_1	No
1799	M_surface_10_m2_119	10	477_1	Representative sequence
1800	K_Offshore_120m_m2_149	120	605_1	No
1801	K_Offshore_120m_m2_180	120	604_1	No
1802	K_Offshore_120m_m1_047	120	601_1	No
1803	K_Offshore_120m_m2_094	120	599_1	No
1804	K_Offshore_120m_m2_124	120	598_1	No
1805	K_Offshore_120m_m2_061	120	597_1	No
1806	K_Offshore_120m_mx_112	120	594_1	No
1807	K_Offshore_120m_m1_197	120	580_1	No
1808	K_Offshore_120m_m1_186	120	572_1	No
1809	K_Offshore_120m_m2_083	120	565_1	No
1810	M_surface_7_m2_120	7	564_1	No
1811	K_Offshore_120m_m2_132	120	557_1	No
1812	K_Offshore_120m_mx_094	120	556_20	Representative sequence
1813	K_Offshore_120m_mx_059	120	555_1	No
1814	K_Offshore_120m_m2_193	120	550_1	No
1815	K_Offshore_120m_m2_117	120	549_1	No
1816	K_Offshore_120m_m2_070	120	542_1	No
1817	K_Offshore_120m_m2_103	120	540_1	No
1818	K_Offshore_120m_m2_055	120	506_0	Representative sequence
1819	K_Offshore_120m_m2_181	120	502_2	No
1820	K_Offshore_120m_mx_189	120	501_3	No
1821	K_Offshore_120m_m2_017	120	499_1	No
1822	K_Offshore_120m_m2_011	120	496_1	No
1823	K_Offshore_120m_mx_012	120	495_1	No
1824	K_Offshore_120m_mx_086	120	494_1	No
1825	K_Offshore_120m_mx_035	120	492_1	No
1826	K_Offshore_120m_mx_102	120	490_1	No
1827	K_Offshore_120m_m2_123	120	470_1	No
1828	K_Offshore_120m_m2_148	120	450_1	Representative sequence
1829	K_Offshore_120m_m2_156	120	445_1	No
1830	K_Offshore_120m_m1_192	120	440_1	No
1831	K_Offshore_120m_m2_203	120	434_1	No
1832	K_Offshore_120m_mx_128	120	403_1	No
1833	K_Offshore_120m_m2_077	120	400_1	No
1834	K_Offshore_120m_m2_081	120	399_2	No
1835	K_Offshore_120m_m1_185	120	397_1	No
1836	K_Offshore_120m_m2_085	120	387_1	No
1837	K_Offshore_120m_m2_002	120	385_1	No
1838	K_Offshore_120m_m2_036	120	383_1	No
1839	K_Offshore_120m_m2_111	120	382_1	No
1840	K_Offshore_120m_m2_012	120	380_1	No
1841	K_Offshore_120m_mx_162	120	378_1	Representative sequence
1842	K_Offshore_120m_m2_142	120	377_1	No
1843	K_Offshore_120m_m2_040	120	376_1	No
1844	K_Offshore_120m_m2_037	120	375_1	Representative sequence
1845	K_Offshore_120m_m2_200	120	374_1	Representative sequence
1846	K_Offshore_120m_m2_087	120	372_1	No
1847	K_Offshore_120m_mx_013	120	371_1	No
1848	K_Offshore_120m_m1_149	120	369_1	No
1849	K_Offshore_120m_m2_120	120	368_1	No
1850	K_Offshore_120m_m2_042	120	365_1	No
1851	K_Offshore_120m_m2_007	120	364_1	No
1852	K_Offshore_120m_m2_044	120	361_1	No
1853	K_Offshore_120m_m2_046	120	360_1	No
1854	K_Offshore_120m_m1_131	120	355_1	No
1855	K_Offshore_120m_m2_043	120	354_1	Representative sequence
1856	K_Offshore_120m_mx_195	120	351_1	No
1857	K_Offshore_120m_m2_053	120	350_1	No
1858	K_Offshore_120m_mx_193	120	349_1	No
1859	K_Offshore_120m_m2_153	120	348_1	No
1860	K_Offshore_120m_m2_182	120	346_1	No
1861	K_Offshore_120m_m2_005	120	345_1	No
1862	K_Offshore_120m_m2_097	120	344_1	No
1863	K_Offshore_120m_m2_169	120	341_1	No
1864	K_Offshore_120m_mx_084	120	331_1	No
1865	K_Offshore_120m_m2_138	120	328_1	No
1866	K_Offshore_120m_m2_105	120	325_1	No
1867	K_Offshore_120m_m2_058	120	324_1	Representative sequence
1868	K_Offshore_120m_mx_011	120	322_1	No
1869	K_Offshore_120m_m2_157	120	316_1	No
1870	K_Offshore_120m_m1_135	120	309_1	No
1871	K_Offshore_120m_m2_091	120	307_1	No
1872	K_Offshore_120m_m2_196	120	295_2	Representative sequence
1873	K_Offshore_120m_m1_183	120	293_1	No
1874	K_Offshore_120m_m2_074	120	292_1	No
1875	K_Offshore_120m_m2_080	120	290_1	No
1876	K_Offshore_120m_m2_172	120	289_1	No
1877	K_Offshore_120m_m1_194	120	286_2	Representative sequence
1878	K_Offshore_120m_mx_149	120	285_1	No
1879	K_Offshore_120m_m2_034	120	283_8	Representative sequence
1880	K_Offshore_120m_mx_038	120	279_1	No
1881	K_Offshore_120m_mx_080	120	278_1	No
1882	K_Offshore_120m_m2_178	120	275_1	No
1883	K_Offshore_120m_m2_125	120	274_1	No
1884	K_Offshore_120m_mx_077	120	268_1	No
1885	K_Offshore_120m_m2_174	120	265_1	No
1886	K_Offshore_120m_m2_006	120	254_1	Representative sequence
1887	K_Offshore_120m_m2_038	120	253_1	Representative sequence
1888	K_Offshore_120m_m2_001	120	251_1	No
1889	K_Offshore_120m_m2_022	120	247_1	No
1890	K_Offshore_120m_m1_148	120	241_1	No
1891	K_Offshore_120m_m2_073	120	240_1	No
1892	K_Offshore_120m_m1_127	120	237_1	No
1893	K_Offshore_120m_m1_124	120	229_1	No
1894	K_Offshore_120m_m2_187	120	227_1	No
1895	K_Offshore_120m_m2_141	120	224_1	Representative sequence
1896	K_Offshore_120m_mx_008	120	223_1	No
1897	K_Offshore_120m_m2_118	120	222_1	No
1898	K_Offshore_120m_mx_222	120	221_1	Representative sequence
1899	K_Offshore_120m_m2_096	120	214_1	No
1900	K_Offshore_120m_mx_088	120	213_1	No
1901	K_Offshore_120m_m2_041	120	211_1	Representative sequence
1902	K_Offshore_120m_m1_170	120	205_1	No
1903	K_Offshore_120m_m2_147	120	203_1	No
1904	K_Offshore_120m_m1_195	120	201_2	Representative sequence
1905	K_Offshore_120m_m1_205	120	199_1	No
1906	K_Offshore_120m_m2_004	120	198_1	No
1907	K_Offshore_120m_m2_170	120	196_1	No
1908	K_Offshore_120m_m2_194	120	193_1	No
1909	K_Offshore_120m_m2_199	120	192_1	No
1910	K_Offshore_120m_m2_130	120	191_1	No
1911	K_Offshore_120m_m2_190	120	189_1	No
1912	K_Offshore_120m_m1_157	120	187_1	No
1913	K_Offshore_120m_m1_013	120	183_1	No
1914	K_Offshore_120m_m1_203	120	178_0	Representative sequence
1915	K_Offshore_120m_m2_129	120	166_1	No
1916	K_Offshore_120m_m1_182	120	163_1	No
1917	K_Offshore_120m_m2_089	120	154_1	No
1918	K_Offshore_120m_m2_060	120	148_1	No
1919	K_Offshore_120m_m2_195	120	146_1	No
1920	K_Offshore_120m_m1_165	120	142_1	No
1921	K_Offshore_120m_m2_144	120	141_1	No
1922	K_Offshore_120m_mx_131	120	129_1	No
1923	K_Offshore_120m_m2_159	120	122_1	No
1924	K_Offshore_120m_m2_146	120	119_1	Representative sequence
1925	K_Offshore_120m_m2_116	120	118_1	No
1926	K_Offshore_120m_m2_143	120	117_1	No
1927	K_Offshore_120m_m2_133	120	114_1	No
1928	K_Offshore_120m_m2_068	120	108_1	No
1929	K_Offshore_120m_mx_056	120	107_1	No
1930	K_Offshore_120m_m2_023	120	91_1	Representative sequence
1931	K_Offshore_120m_m1_174	120	85_1	No
1932	K_Offshore_120m_m1_041	120	68_1	Representative sequence
1933	K_Offshore_120m_mx_204	120	67_1	No
1934	K_Offshore_120m_m1_009	120	50_1	Representative sequence
1935	K_Offshore_120m_m1_014	120	48_1	No
1936	K_Offshore_120m_m2_035	120	7_0	Representative sequence
1937	M_surface_6_m2_121	6	545_0	Representative sequence
1938	M_surface_8_m1_121	8	499_1	No
1939	M_surface_8_m2_121	8	201_1	No
1940	M_surface_7_m2_122	7	578_1	No
1941	M_surface_8_m2_122	8	169_1	No
1942	M_surface_9_mx_123	9	579_1	No
1943	M_surface_9_m2_124	9	594_1	No
1944	M_surface_7_m1_124	7	542_1	No
1945	M_surface_10_m2_125	10	585_1	No
1946	M_surface_7_m2_125	7	472_1	No
1947	K_Offshore_surface_m2_125	0	304_1	No
1948	M_surface_10_m2_127	10	502_2	No
1949	M_surface_8_m2_127	8	468_5	No
1950	K_Offshore_surface_m2_128	0	300_1	No
1951	M_surface_7_m2_128	7	181_1	No
1952	K_Offshore_surface_m2_129	0	467_1	No
1953	M_surface_8_mx_129	8	292_1	No
1954	M_surface_7_m2_129	7	130_1	No
1955	M_surface_9_mx_130	9	573_1	Representative sequence
1956	K_Offshore_surface_mx_130	0	281_1	Representative sequence
1957	K_Offshore_surface_m2_130	0	208_1	No
1958	M_surface_6_m2_131	6	587_1	No
1959	M_surface_9_m2_131	9	471_1	No
1960	K_Offshore_surface_m2_131	0	356_1	No
1961	M_surface_10_m2_131	10	198_1	No
1962	M_surface_7_m2_132	7	304_1	No
1963	M_surface_6_mx_134	6	518_1	No
1964	K_Offshore_surface_mx_134	0	295_1	No
1965	M_surface_7_m2_134	7	286_1	No
1966	M_surface_6_m1_135	6	557_2	No
1967	M_surface_6_mx_135	6	540_1	No
1968	M_surface_10_m2_136	10	496_1	Representative sequence
1969	M_surface_8_m2_136	8	126_1	No
1970	M_surface_9_m2_137	9	515_1	Representative sequence
1971	M_surface_7_m1_137	7	499_1	No
1972	M_surface_9_m2_138	9	477_1	No
1973	K_Offshore_surface_m2_138	0	173_1	No
1974	M_surface_9_m2_140	9	198_1	No
1975	M_surface_10_m2_141	10	153_1	Representative sequence
1976	M_surface_9_m1_142	9	542_1	No
1977	K_Offshore_surface_mx_142	0	500_1	No
1978	M_surface_9_m2_142	9	352_1	No
1979	M_surface_6_m2_142	6	325_2	No
1980	M_surface_9_m1_143	9	557_2	No
1981	M_surface_9_mx_143	9	147_1	No
1982	M_surface_6_m1_144	6	130_1	No
1983	M_surface_7_m2_146	7	540_1	No
1984	M_surface_6_m2_146	6	471_1	No
1985	M_surface_9_m2_146	9	467_1	No
1986	M_surface_7_m2_147	7	439_1	No
1987	M_surface_8_mx_147	8	173_1	No
1988	K_Offshore_surface_m2_147	0	170_1	No
1989	M_surface_10_mx_148	10	548_1	No
1990	M_surface_9_m2_148	9	173_1	No
1991	M_surface_10_mx_149	10	574_1	No
1992	K_DeepCast_150m_m2_107	150	605_1	No
1993	K_DeepCast_150m_m2_130	150	602_1	No
1994	K_DeepCast_150m_m2_029	150	598_1	No
1995	K_DeepCast_150m_m1_134	150	597_1	No
1996	K_DeepCast_150m_m1_178	150	595_1	No
1997	K_DeepCast_150m_m2_125	150	594_1	No
1998	K_DeepCast_150m_m2_338	150	590_1	No
1999	K_DeepCast_150m_m2_042	150	585_1	No
2000	K_DeepCast_150m_m1_071	150	580_1	No
2001	K_DeepCast_150m_m2_047	150	579_1	No
2002	K_DeepCast_150m_m2_145	150	578_1	No
2003	K_DeepCast_150m_m2_152	150	577_2	No
2004	K_DeepCast_150m_m1_069	150	572_1	No
2005	K_DeepCast_150m_m2_158	150	571_1	No
2006	K_DeepCast_150m_m2_131	150	570_1	No
2007	K_DeepCast_150m_m2_227	150	569_1	No
2008	K_DeepCast_150m_m2_013	150	566_1	No
2009	K_DeepCast_150m_m2_062	150	565_1	No
2010	K_DeepCast_150m_m1_373	150	559_1	No
2011	K_DeepCast_150m_m2_144	150	557_2	No
2012	K_DeepCast_150m_m2_046	150	556_9	No
2013	K_DeepCast_150m_m2_028	150	556_1	No
2014	K_DeepCast_150m_m1_115	150	555_1	No
2015	K_DeepCast_150m_m2_209	150	551_1	No
2016	K_DeepCast_150m_m1_142	150	549_1	No
2017	K_DeepCast_150m_m2_020	150	548_1	No
2018	K_DeepCast_150m_m1_182	150	542_1	No
2019	K_DeepCast_150m_m2_093	150	540_1	No
2020	K_DeepCast_150m_m2_232	150	518_1	No
2021	K_DeepCast_150m_m1_097	150	513_1	No
2022	K_DeepCast_150m_m1_358	150	507_1	No
2023	K_DeepCast_150m_m2_230	150	499_1	No
2024	K_DeepCast_150m_m2_189	150	497_1	No
2025	K_DeepCast_150m_m2_043	150	496_1	No
2026	K_DeepCast_150m_m2_226	150	495_1	No
2027	K_DeepCast_150m_m2_309	150	494_1	No
2028	K_DeepCast_150m_m2_055	150	493_1	No
2029	K_DeepCast_150m_m1_151	150	492_1	No
2030	K_DeepCast_150m_m2_241	150	487_1	No
2031	K_DeepCast_150m_m1_025	150	486_1	No
2032	K_DeepCast_150m_m2_054	150	485_1	No
2033	K_DeepCast_150m_m1_393	150	482_1	No
2034	K_DeepCast_150m_m1_319	150	481_1	No
2035	K_DeepCast_150m_m1_374	150	478_1	No
2036	K_DeepCast_150m_m2_101	150	473_2	Representative sequence
2037	K_DeepCast_150m_m2_068	150	471_1	No
2038	K_DeepCast_150m_m1_079	150	470_1	No
2039	K_DeepCast_150m_m1_083	150	467_1	No
2040	K_DeepCast_150m_m2_219	150	464_1	No
2041	K_DeepCast_150m_m1_388	150	462_1	Representative sequence
2042	K_DeepCast_150m_m1_067	150	457_1	No
2043	K_DeepCast_150m_m2_248	150	456_1	No
2044	K_DeepCast_150m_m2_050	150	453_1	No
2045	K_DeepCast_150m_m2_082	150	451_1	No
2046	K_DeepCast_150m_m2_215	150	450_1	No
2047	K_DeepCast_150m_m1_049	150	445_1	No
2048	M_surface_7_m2_150	7	443_1	No
2049	K_DeepCast_150m_m1_029	150	443_1	No
2050	K_DeepCast_150m_m1_074	150	440_1	No
2051	K_DeepCast_150m_m2_236	150	439_1	No
2052	K_DeepCast_150m_m2_051	150	435_1	No
2053	K_DeepCast_150m_m2_040	150	432_1	Representative sequence
2054	K_DeepCast_150m_m2_307	150	431_1	Representative sequence
2055	K_DeepCast_150m_m2_147	150	422_1	Representative sequence
2056	K_DeepCast_150m_m2_322	150	418_1	No
2057	K_DeepCast_150m_m2_282	150	417_1	No
2058	K_DeepCast_150m_m2_079	150	415_1	No
2059	K_DeepCast_150m_m2_254	150	411_1	No
2060	K_DeepCast_150m_m2_295	150	410_1	No
2061	K_DeepCast_150m_m1_344	150	406_1	Representative sequence
2062	K_DeepCast_150m_m2_348	150	400_1	No
2063	K_DeepCast_150m_m1_017	150	397_1	No
2064	K_DeepCast_150m_m2_355	150	393_1	No
2065	K_DeepCast_150m_m2_339	150	392_1	No
2066	K_DeepCast_150m_m2_098	150	391_1	Representative sequence
2067	K_DeepCast_150m_m1_353	150	385_1	No
2068	K_DeepCast_150m_m2_279	150	384_1	No
2069	K_DeepCast_150m_m2_135	150	383_1	No
2070	K_DeepCast_150m_m1_375	150	381_1	No
2071	K_DeepCast_150m_m1_329	150	378_1	No
2072	K_DeepCast_150m_m2_075	150	376_1	No
2073	K_DeepCast_150m_m1_027	150	372_2	No
2074	K_DeepCast_150m_m1_045	150	370_1	No
2075	K_DeepCast_150m_m1_351	150	364_1	No
2076	K_DeepCast_150m_m2_063	150	356_1	No
2077	K_DeepCast_150m_m1_155	150	355_1	No
2078	K_DeepCast_150m_m2_148	150	352_2	No
2079	K_DeepCast_150m_m1_364	150	330_1	No
2080	K_DeepCast_150m_m2_023	150	327_1	No
2081	K_DeepCast_150m_m1_331	150	325_2	No
2082	K_DeepCast_150m_m2_212	150	322_1	No
2083	K_DeepCast_150m_m2_171	150	320_1	No
2084	K_DeepCast_150m_m1_223	150	318_1	No
2085	K_DeepCast_150m_m1_349	150	312_1	No
2086	K_DeepCast_150m_m2_034	150	311_1	No
2087	K_DeepCast_150m_m2_161	150	309_1	No
2088	K_DeepCast_150m_m1_369	150	308_1	No
2089	K_DeepCast_150m_m2_117	150	307_1	No
2090	K_DeepCast_150m_m1_345	150	305_2	No
2091	K_DeepCast_150m_m2_239	150	304_1	No
2092	K_DeepCast_150m_m2_016	150	303_1	No
2093	K_DeepCast_150m_m1_327	150	302_1	No
2094	K_DeepCast_150m_m2_249	150	301_1	No
2095	K_DeepCast_150m_m2_193	150	300_1	No
2096	K_DeepCast_150m_m2_052	150	297_1	No
2097	K_DeepCast_150m_m2_127	150	296_4	Representative sequence
2098	K_DeepCast_150m_m2_187	150	295_2	No
