NCBI Genome Submission ID,NCBI BioSample Submission ID,Genome (MAG Identifier),Genome completeness (CheckM),Genome contamination (CheckM),Manual Taxonomy,Taxonomy (GTDB-tk),Comparison of Manual Taxonomy (16RP) and GTDB-tk,Candidate phyla,DPANN,Domain,Number of MAG in cluster (dRep),Completeness (DasTool),Contamination (DasTool),TaxAss-kingdom,TaxAss-phylum,TaxAss-class,TaxAss-order,TaxAss-lineage,TaxAss-clade,TaxAss-tribe,Taxonomy (NCBI),Strain name,16S rRNA phylogeny (CheckM),Number of contigs,Number of  predicted genes,Number of scaffolds,Coding density,GC,Genome size (bp),Longest contig,Longest scaffold,Mean contig length,Mean scaffold length,N50 (contigs),N50 (scaffolds),Translation table,tRNAs decoding Standard 20 AA,Selenocysteine tRNAs,Possible suppressor tRNAs,tRNAs with undetermined/unknown isotypes,Predicted pseudogenes,Total tRNAs
VGWF00000000,SAMN10966835,K_DeepCast_100m_m2_028,96.11,4.65,Lentisphaerae,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__,"Not a match, Lentisphaerae are lumpted with Kiritimatiellae in GTDB-tk",,,Bacteria,8,96.08,0,Bacteria(100),Kiritimatiellaeota(100),Kiritimatiellae(100),WCHB1-41(99),unclassified,unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__,Kiritimatiellae bacterium K_DeepCast_100m_m2_028 [Class],Bacteria;Verrucomicrobia;WCHB1-41;uncultured bacterium,289,3944,289,0.905,0.71,5126434,128644,128644,17739,17739,31359,31359,11,45,0,1,0,2,48
VGWG00000000,SAMN10966836,M_DeepCast_200m_m2_085,93.24,1.38,Lentisphaerae,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__,"Not a match, Lentisphaerae are lumpted with Kiritimatiellae in GTDB-tk",,,Bacteria,3,98.04,0,Bacteria(100),Kiritimatiellaeota(100),Kiritimatiellae(100),WCHB1-41(100),unclassified,unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__,Kiritimatiellae bacterium M_DeepCast_200m_m2_085 [Class],Bacteria;Verrucomicrobia;WCHB1-41;uncultured bacterium,218,2633,218,0.915,0.63,3169171,83020,83020,14537,14537,26085,26085,11,47,0,0,0,0,47
VGWI00000000,SAMN10966838,K_DeepCast_250m_m2_056,91.89,4.73,Lentisphaerae,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,"Not a match, Lentisphaerae are lumpted with Kiritimatiellae in GTDB-tk",,,Bacteria,6,96.08,3.92,Bacteria(100),Kiritimatiellaeota(100),Kiritimatiellae(100),WCHB1-41(100),unclassified,unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__,Kiritimatiellae bacterium K_DeepCast_250m_m2_056 [Class],Bacteria;Verrucomicrobia;WCHB1-41;uncultured bacterium,243,2781,243,0.922,0.63,3075852,151353,151353,12658,12658,26623,26623,11,48,0,0,1,3,52
VGWJ00000000,SAMN10966839,M_DeepCast_400m_m2_230,93.92,0.68,Lentisphaerae,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__,"Not a match, Lentisphaerae are lumpted with Kiritimatiellae in GTDB-tk",,,Bacteria,7,94.12,0,Bacteria(100),Kiritimatiellaeota(100),Kiritimatiellae(100),WCHB1-41(100),unclassified,unclassified,unclassified,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__,Kiritimatiellae bacterium M_DeepCast_400m_m2_230 [Class],Bacteria;Verrucomicrobia;WCHB1-41;uncultured bacterium,145,2768,145,0.913,0.68,3237298,108761,108761,22326,22326,39054,39054,11,49,0,1,0,1,51
VGWX00000000,SAMN10966854,K_DeepCast_150m_m2_200,95.45,6.72,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,3,98.04,7.89,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__,Nitrospirota bacterium K_DeepCast_150m_m2_200 [Phylum],Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;uncultured Nitrospirae bacterium,216,2928,216,0.888,0.43,2895502,123569,123569,13405,13405,28529,28529,11,41,0,1,1,0,43
VGWY00000000,SAMN10966855,M_DeepCast_200m_m2_046,94.32,3.64,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,2,96.08,5.26,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__,Nitrospirota bacterium M_DeepCast_200m_m2_046 [Phylum],Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;uncultured Nitrospiraceae bacterium,351,2871,351,0.878,0.41,2603465,39425,39425,7417,7417,10571,10571,11,38,0,1,0,2,41
VGWZ00000000,SAMN10966856,K_DeepCast_250m_m1_045,92.73,0.91,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,6,96.08,5.26,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__,Nitrospirota bacterium K_DeepCast_250m_m1_045 [Phylum],Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;uncultured;uncultured Nitrospirae bacterium,305,2284,305,0.876,0.40,2011147,31992,31992,6594,6594,9201,9201,11,40,0,0,0,1,41
VGXA00000000,SAMN10966857,K_DeepCast_300m_m2_067,58.01,3.99,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,4,76.47,3.92,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__,Nitrospirota bacterium K_DeepCast_300m_m2_067 [Phylum],,269,978,269,0.915,0.45,802606,8293,8293,2984,2984,3248,3248,11,11,0,0,0,0,11
VGXB00000000,SAMN10966858,M_DeepCast_50m_m2_151,96.82,4.22,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,14,94.12,5.88,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__Nitrospira;s__,Nitrospira sp. M_DeepCast_50m_m2_151 [Genus],Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured bacterium,83,2171,83,0.873,0.56,1979228,138180,138180,23846,23846,45005,45005,11,44,0,0,0,1,45
VGXC00000000,SAMN10966859,M_DeepCast_65m_m2_155,96.76,2.73,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,4,98.04,0,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__,Nitrospirota bacterium M_DeepCast_65m_m2_155 [Phylum],,89,3178,89,0.900,0.62,3193853,187511,187511,35886,35886,71608,71608,11,43,0,0,0,1,44
VGXD00000000,SAMN10966860,M_DeepCast_65m_m2_186,86.81,2.73,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,1,84.31,5.26,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__,Nitrospirota bacterium M_DeepCast_65m_m2_186 [Phylum],,398,2547,398,0.884,0.62,2290438,38756,38756,5755,5755,7617,7617,11,37,0,0,0,1,38
VGXE00000000,SAMN10966861,M_DeepCast_65m_mx_150,96.82,5.78,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,14,98.04,3.92,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__Nitrospira;s__,Nitrospira sp. M_DeepCast_65m_mx_150 [Genus],Bacteria;Cyanobacteria;ML635J-21;uncultured bacterium,204,2969,204,0.882,0.58,2726204,128992,128992,13364,13364,30264,30264,11,52,0,0,0,2,54
VGXF00000000,SAMN10966862,K_Offshore_80m_m2_040,94.09,3.92,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,19,98.04,0,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__,Nitrospirota bacterium K_Offshore_80m_m2_040 [Phylum],Bacteria;Nitrospirae;Nitrospira;Nitrospirales;Nitrospiraceae;Nitrospira;uncultured bacterium,33,1763,33,0.902,0.60,1719115,316547,316547,52094,52094,118385,118385,11,43,0,0,0,1,44
VGXG00000000,SAMN10966863,K_Offshore_80m_m2_121,98.12,2.78,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__,"Match, but Nitropirae are renamed Nitrospirota",,,Bacteria,13,96.08,0,,,,,,,,d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__,Nitrospirota bacterium K_Offshore_80m_m2_121 [Phylum],,97,2451,97,0.872,0.62,2337642,144247,144247,24099,24099,47174,47174,11,41,0,0,1,2,44
VGXJ00000000,SAMN10966866,M_surface_10_m1_294,85.8,4.72,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,22,94.12,2.63,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),CL500-3(87),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium M_surface_10_m1_294 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,385,2060,385,0.933,0.67,2079747,33297,33297,5402,5402,7059,7059,11,32,0,0,0,0,32
VGXK00000000,SAMN10966867,K_Offshore_120m_m2_041,88.12,4.65,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,2,88.24,7.84,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),CL500-3(100),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium K_Offshore_120m_m2_041 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,630,2756,630,0.920,0.69,2858327,38200,38200,4537,4537,5693,5693,11,38,0,0,0,0,38
VGXL00000000,SAMN10966868,M_DeepCast_65m_m2_009,96.32,1.14,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,1,94.12,2.63,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),CL500-3(92),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium M_DeepCast_65m_m2_009 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,170,2143,170,0.938,0.65,2422312,89428,89428,14249,14249,21181,21181,11,47,0,0,0,0,47
VGXM00000000,SAMN10966869,M_DeepCast_65m_mx_077,97.73,0,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,4,96.08,5.26,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),SM1A02(100),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium M_DeepCast_65m_mx_077 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured bacterium,104,2654,104,0.892,0.72,3144079,217715,217715,30232,30232,73273,73273,11,46,0,0,0,0,46
VGXN00000000,SAMN10966870,M_DeepCast_65m_mx_236,92.8,2.27,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,14,92.16,5.88,,,,,,,,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium M_DeepCast_65m_mx_236 [Family],,228,1890,228,0.939,0.63,1996029,90680,90680,8755,8755,22352,22352,11,42,0,0,0,0,42
VGXO00000000,SAMN10966871,K_Offshore_80m_m2_006,98.86,2.94,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,19,96.08,5.26,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),CL500-3(100),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium K_Offshore_80m_m2_006 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured marine bacterium,136,2664,136,0.892,0.71,3233085,159880,159880,23773,23773,42290,42290,11,45,0,0,0,1,46
VGXR00000000,SAMN10966874,M_surface_10_m2_213,97.73,1.14,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,10,96.08,5.26,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),CL500-3(100),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium M_surface_10_m2_213 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,152,2427,152,0.929,0.71,2775919,117260,117260,18263,18263,38683,38683,11,46,0,0,0,0,46
VGYB00000000,SAMN10966884,K_Offshore_120m_m2_148,96.21,0,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,12,96.08,0,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),CL500-3(90),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium K_Offshore_120m_m2_148 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,87,2028,87,0.937,0.67,2355203,218469,218469,27071,27071,44785,44785,11,44,0,0,0,1,45
VGYQ00000000,SAMN10966899,K_DeepCast_35m_m2_037,90.53,0,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,23,90.2,2.63,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),CL500-3(100),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium K_DeepCast_35m_m2_037 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,108,1846,108,0.947,0.62,2086306,110925,110925,19318,19318,39063,39063,11,41,0,0,0,0,41
VGYX00000000,SAMN10966906,K_Offshore_40m_m2_104,96.59,0,Phycisphaerae,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,Match,,,Bacteria,3,94.12,2.63,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),Phycisphaerales(100),Phycisphaeraceae(100),CL500-3(94),unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__,SM1A02 bacterium K_Offshore_40m_m2_104 [Family],Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured bacterium,46,2092,46,0.937,0.67,2385313,241190,241190,51855,51855,142051,142051,11,50,0,0,0,0,50
VGXS00000000,SAMN10966875,K_Offshore_0m_mx_037,83.24,1.14,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__,Match,,,Bacteria,5,94.12,3.92,,,,,,,,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__Gemmataceae;g__;s__,Gemmataceae bacterium K_Offshore_0m_mx_037 [Family],,172,3345,172,0.922,0.63,4248582,284065,284065,24701,24701,81788,81788,11,43,0,0,0,1,44
VGXU00000000,SAMN10966877,K_DeepCast_100m_m1_307,96.59,3.41,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__;s__,Match,,,Bacteria,7,94.12,0,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),MSBL9(100),KCLunmb-38-53(100),unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__;f__;g__;s__,Phycisphaerae bacterium K_DeepCast_100m_m1_307 [Class],Bacteria;Planctomycetes;Phycisphaerae;KCLunmb-38-53;uncultured bacterium,123,2403,123,0.881,0.50,2693995,135167,135167,21902,21902,37965,37965,11,47,0,0,0,1,48
VGXV00000000,SAMN10966878,K_DeepCast_100m_m2_328,97.8,1.65,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__;s__,Match,,,Bacteria,7,96.08,2.63,Bacteria(100),Planctomycetes(100),Brocadiae(100),Brocadiales(100),Brocadiaceae(100),Candidatus_Kuenenia(91),unclassified,d__Bacteria;p__Planctomycetota;c__;o__Brocadiales;f__Brocadiaceae;g__;s__,Brocadiaceae bacterium K_DeepCast_100m_m2_328 [Family],Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Kuenenia;uncultured Planctomycetales bacterium,191,3857,191,0.857,0.40,4045328,254297,254297,21180,21180,66104,66104,11,46,0,0,0,0,46
VGXW00000000,SAMN10966879,K_DeepCast_100m_mx_218,92.47,2.15,Planctomycetes,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__,Match,,,Bacteria,5,88.24,5.88,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium K_DeepCast_100m_mx_218 [Phylum],,809,5049,809,0.923,0.73,5514807,75085,75085,6817,6817,12007,12007,11,35,0,0,0,2,37
VGXX00000000,SAMN10966880,M_DeepCast_100m_m2_243,98.9,2.85,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__;s__,Match,,,Bacteria,9,94.12,5.26,Bacteria(100),Planctomycetes(100),Brocadiae(100),Brocadiales(100),Brocadiaceae(100),Candidatus_Brocadia(100),unclassified,d__Bacteria;p__Planctomycetota;c__;o__Brocadiales;f__Brocadiaceae;g__;s__,Brocadiaceae bacterium M_DeepCast_100m_m2_243 [Family],Bacteria;Planctomycetes;Planctomycetacia;Brocadiales;Brocadiaceae;Candidatus Brocadia;uncultured Planctomycetales bacterium,362,3572,362,0.866,0.42,3457560,65507,65507,9551,9551,15226,15226,11,48,0,1,0,1,50
VGXY00000000,SAMN10966881,M_DeepCast_100m_mx_241,52.31,3.78,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__;s__,Match,,,Bacteria,2,56.86,5.88,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Planctomycetales(100),Schlesneriaceae(100),Schlesneria(100),unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__;g__;s__,Planctomycetes bacterium M_DeepCast_100m_mx_241 [Class],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Schlesneria;uncultured bacterium,2480,5384,2480,0.858,0.51,4205805,6879,6879,1696,1696,1714,1714,11,33,0,0,0,2,35
VGYC00000000,SAMN10966885,K_Offshore_120m_mx_222,94.32,3.41,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__,Match,,,Bacteria,5,92.16,1.96,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Gemmatales(100),Gemmataceae(100),unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__;f__Gemmataceae;g__;s__,Gemmataceae bacterium K_Offshore_120m_mx_222 [Family],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium,548,7316,548,0.884,0.63,8355748,136440,136440,15248,15248,30764,30764,11,83,0,1,0,8,92
VGYD00000000,SAMN10966886,K_DeepCast_150m_m2_127,66.29,3,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,Match,,,Bacteria,6,84.31,7.84,Bacteria(100),Planctomycetes(88),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium K_DeepCast_150m_m2_127 [Phylum],Bacteria;Planctomycetes;Pla4 lineage;uncultured bacterium,2262,5719,2262,0.883,0.64,5471229,10402,10402,2419,2419,2423,2423,11,30,0,0,1,4,35
VGYG00000000,SAMN10966889,M_DeepCast_200m_m1_344,54.73,8.8,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__,Match,,,Bacteria,13,58.82,11.76,Bacteria(80),unclassified,unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__,Pirellulales bacterium M_DeepCast_200m_m1_344 [Order],,1216,3359,1216,0.908,0.70,2987133,12219,12219,2457,2457,2446,2446,11,39,0,0,0,1,40
VGYH00000000,SAMN10966890,M_DeepCast_200m_m2_025,87.17,6.43,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Match,,,Bacteria,5,82.35,7.89,Bacteria(87),Planctomycetes(83),Planctomycetacia(80),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__;s__,Pirellulaceae bacterium M_DeepCast_200m_m2_025 [Family],,2080,8694,2080,0.844,0.64,9783130,29720,29720,4703,4703,5961,5961,11,85,0,0,1,7,93
VGYJ00000000,SAMN10966892,M_DeepCast_200m_mx_231,76.32,5.9,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,Match,,,Bacteria,6,88.24,7.84,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_200m_mx_231 [Phylum],,2598,6315,2598,0.872,0.64,5670098,14914,14914,2182,2182,2388,2388,11,19,0,0,0,1,20
VGYK00000000,SAMN10966893,K_DeepCast_250m_m1_330,83.52,7.73,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,Match,,,Bacteria,6,94.12,7.84,Bacteria(100),Planctomycetes(92),unclassified,unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium K_DeepCast_250m_m1_330 [Phylum],Bacteria;Planctomycetes;Pla4 lineage;uncultured bacterium,2923,9184,2923,0.875,0.64,9437661,21179,21179,3229,3229,3465,3465,11,36,0,0,1,3,40
VGYL00000000,SAMN10966894,K_DeepCast_250m_m1_352,90.91,2.94,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SG8-4;f__SG8-4;g__PLanc-01;s__,Match,,,Bacteria,6,94.12,5.26,Bacteria(100),Planctomycetes(100),Phycisphaerae(100),MSBL9(100),SG8-4(100),unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__;f__;g__;s__,Phycisphaerae bacterium K_DeepCast_250m_m1_352 [Class],Bacteria;Planctomycetes;Phycisphaerae;MSBL9;uncultured planctomycete,1451,7354,1451,0.834,0.63,8088564,41320,41320,5574,5574,7211,7211,11,45,0,0,0,1,46
VGYP00000000,SAMN10966898,K_DeepCast_35m_m1_264,91.85,2.87,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__,Match,,,Bacteria,4,90.2,1.96,Bacteria(90),Planctomycetes(85),Planctomycetacia(84),unclassified,unclassified,unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__,Pirellulales bacterium K_DeepCast_35m_m1_264 [Order],,620,3497,620,0.899,0.69,3520727,57578,57578,5679,5679,8160,8160,11,46,0,0,0,0,46
VGYR00000000,SAMN10966900,K_DeepCast_35m_m2_150,97.7,2.3,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__,Match,,,Bacteria,11,94.12,0,Bacteria(100),Planctomycetes(100),Planctomycetacia(100),Pirellulales(100),Pirellulaceae(100),unclassified,unclassified,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__;g__;s__,Pirellulales bacterium K_DeepCast_35m_m2_150 [Order],Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;uncultured;uncultured bacterium,503,3910,503,0.885,0.69,4515034,42782,42782,8976,8976,13076,13076,11,46,0,0,0,1,47
VGYT00000000,SAMN10966902,M_DeepCast_400m_m2_048,96.59,1.24,Planctomycetes,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Match,,,Bacteria,5,94.12,5.88,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_400m_m2_048 [Phylum],,579,4273,579,0.885,0.69,5070402,57941,57941,8757,8757,13413,13413,11,51,0,0,2,2,55
VGYV00000000,SAMN10966904,M_DeepCast_400m_m2_195,88.12,3.41,Planctomycetes,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__,Match,,,Bacteria,5,94.12,2.63,,,,,,,,d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__,Planctomycetota bacterium M_DeepCast_400m_m2_195 [Phylum],,1143,7301,1143,0.873,0.68,8884912,46101,46101,7773,7773,11510,11510,11,48,0,1,2,6,57
