Genome	Genome_completeness	Genome_contamination	Manual_Taxonomy	Taxonomy_GTDB-tk	TaxAss_combined	Match
M_DeepCast_100m_m1_067	88.18	2.16	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__		
K_DeepCast_150m_m2_101	80.05	9.65	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__		
M_DeepCast_200m_mx_001	65.02	0.05	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__		
K_DeepCast_35m_m1_288	82.63	9.19	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__		
K_DeepCast_35m_m2_023	96.55	6.19	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__		
K_DeepCast_35m_m2_155	88.68	1.36	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__		
K_Offshore_surface_m2_011	98.91	0.54	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	Bacteria(100); Cyanobacteria(100); Oxyphotobacteria(100); unclassified; unclassified; unclassified; unclassified	Yes
M_surface_10_m1_298	90.73	2.58	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	Bacteria(96); unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but unclassified by TaxAss
M_surface_10_m2_119	98.46	1.4	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	Bacteria(96); unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but unclassified by TaxAss
K_Offshore_surface_m2_239	95.89	2.8	Cyanobacteria	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Synechococcales_A;f__Cyanobiaceae;g__Cyanobium;s__	Bacteria(96); unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but unclassified by TaxAss
K_DeepCast_100m_m2_189	54.03	2.62	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__		
K_DeepCast_100m_mx_276	80.32	3.23	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__		
K_DeepCast_1200m_m2_207	89.72	7.49	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__		
K_DeepCast_150m_m2_257	81.45	8.41	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__		
K_DeepCast_250m_m2_302	84.62	4.52	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__		
K_DeepCast_250m_m1_077	85.33	5.51	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__;g__;s__		
K_DeepCast_300m_m2_211	95.48	6.29	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__;g__;s__		
K_DeepCast_300m_m2_247	96.65	3.23	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__Desulfobaccaceae;g__;s__		
K_DeepCast_150m_m1_199	97.1	0.04	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__		
K_DeepCast_100m_m1_326	86.59	3.57	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__		
K_DeepCast_100m_mx_210	70.22	4.4	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__		
M_DeepCast_400m_m1_331	64.08	1.47	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__		
K_Offshore_0m_m1_055	80.53	1.31	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__		
K_Offshore_80m_m2_039	60.58	6.69	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__;g__;s__		
K_DeepCast_65m_m1_217	52.92	6.61	Deltaproteobacteria	d__Bacteria;p__UBP10;c__GR-WP33-30;o__;f__;g__;s__		
K_DeepCast_150m_m1_356	95.78	6.56	Deltaproteobacteria	d__Bacteria;;c__;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Sva0485(100); unclassified; unclassified; unclassified	Yes for RP16 and Taxass but only to Bacteria for GTDB
M_DeepCast_100m_m2_010	93.22	5.37	Deltaproteobacteria	d__Bacteria;p__Bdellovibrionota;c__;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Oligoflexales(100); 0319-6G20(100); unclassified; unclassified	No
K_Offshore_120m_m2_196	92.38	4.2	Deltaproteobacteria	d__Bacteria;p__Bdellovibrionota;c__;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Oligoflexales(100); 0319-6G20(100); unclassified; unclassified	No
K_Offshore_80m_m2_119	90.48	1.68	Deltaproteobacteria	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Oligoflexales(100); Oligoflexaceae(100); unclassified; unclassified	Yes
K_DeepCast_150m_m1_110	95.16	4.52	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Syntrophobacterales(100); Syntrophaceae(100); unclassified; unclassified	Yes
K_DeepCast_100m_m1_199	85.66	3.73	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Sva0485(99); unclassified; unclassified; unclassified	Yes
K_DeepCast_150m_m2_098	97.1	0.02	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Syntrophobacterales(100); Syntrophaceae(100); Desulfobacca(100); unclassified	Yes
K_DeepCast_250m_m2_102	90.65	0.97	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Syntrophobacterales(100); Syntrophaceae(100); Desulfobacca(100); unclassified	Yes
K_DeepCast_300m_mx_218	59.61	7.04	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	Bacteria(100); Acidobacteria(100); Subgroup_6(100); unclassified; unclassified; unclassified; unclassified	Yes
M_DeepCast_400m_m1_009	95.65	6.13	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Syntrophobacterales(100); Syntrophaceae(100); unclassified; unclassified	Yes
K_DeepCast_150m_m2_113	85.29	7.8	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Syntrophobacterales(100); Syntrophaceae(100); Syntrophus(100); unclassified	Yes
K_DeepCast_100m_m2_268	92.22	1.94	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); NB1-j(100); unclassified; unclassified; unclassified	No
K_DeepCast_35m_m2_009	92.26	1.29	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	Bacteria(99); Proteobacteria(96); Deltaproteobacteria(95); Myxococcales(95); unclassified; unclassified; unclassified	Yes
K_DeepCast_35m_m2_046	88.96	8.55	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	Bacteria(99); Proteobacteria(97); Deltaproteobacteria(96); Myxococcales(96); unclassified; unclassified; unclassified	Yes
K_DeepCast_100m_m2_324	80.75	1.34	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA4248;o__;f__;g__;s__	Bacteria(100); Proteobacteria(87); Deltaproteobacteria(87); unclassified; unclassified; unclassified; unclassified	Yes
M_DeepCast_200m_m2_133	56.73	0.67	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA4248;o__;f__;g__;s__	unclassified; unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes but Deltaproteobacteria are Myxococcota TaxAss unclassified
K_DeepCast_35m_m1_177	74	3.01	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); PB19(100); unclassified; unclassified; unclassified	Yes but Deltaproteobacteria are Myxococcota
K_DeepCast_35m_m1_088	91.36	0.97	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Myxococcales(100); Blfdi19(100); unclassified; unclassified	Yes but Deltaproteobacteria are Myxococcota
K_Offshore_120m_m2_200	85.97	2.62	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(99); Bdellovibrionales(98); Bdellovibrionaceae(98); OM27_clade(98); unclassified	Yes but Deltaproteobacteria are Myxococcota
M_DeepCast_65m_m2_104	92.68	3.78	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__	unclassified; unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes but Deltaproteobacteria are Myxococcota TaxAss unclassified
M_DeepCast_65m_m1_011	85.57	3.55	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Oligoflexales(100); 053A03-B-DI-P58(100); unclassified; unclassified	No
K_Offshore_120m_mx_162	94.62	1.94	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); NB1-j(100); unclassified; unclassified; unclassified	No
K_DeepCast_65m_m2_035	96	4.19	Deltaproteobacteria	d__Bacteria;p__UBP10;c__GR-WP33-30;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Desulfarculales(100); Desulfarculaceae(100); unclassified; unclassified	No
K_Offshore_80m_m2_211	95.35	4.46	Deltaproteobacteria	d__Bacteria;p__UBP10;c__GR-WP33-30;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); Desulfarculales(100); Desulfarculaceae(100); unclassified; unclassified	No
K_Offshore_80m_m1_159	98.69	3.55	Deltaproteobacteria	d__Bacteria;p__UBP10;c__GR-WP33-30;o__;f__;g__;s__	Bacteria(100); Proteobacteria(100); Deltaproteobacteria(100); RCP2-54(80); unclassified; unclassified; unclassified	No
K_Offshore_80m_m2_194	96.64	3.36	Deltaproteobacteria	d__Bacteria;p__UBP10;c__GR-WP33-30;o__;f__;g__;s__	Bacteria(100); Proteobacteria(99); Deltaproteobacteria(99); Myxococcales(93); bacteriap25(93); unclassified; unclassified	No
M_DeepCast_50m_m2_156	82.4	0.93	Diapherotrites	d__Archaea;p__Micrarchaeota;c__Iainarchaeia;o__;f__;g__;s__	Archaea(100); Diapherotrites(100); Iainarchaeia(100); Iainarchaeales(100); unclassified; unclassified; unclassified	Yes for RP16 and TaxAss but different group by GTDB
M_DeepCast_400m_m2_325	54.81	0	Euryarchaeota	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata_A;o__Methanomassiliicoccales;f__;g__;s__		
K_DeepCast_300m_m2_256	99.33	0	Euryarchaeota	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	Archaea(100); Euryarchaeota(100); Methanobacteria(100); Methanobacteriales(100); Methanobacteriaceae(100); Methanobacterium(100); unclassified	Yes
M_DeepCast_200m_m1_298	98.27	2	Euryarchaeota	d__Archaea;p__Thermoplasmatota;c__;o__;f__;g__;s__	Archaea(100); Euryarchaeota(100); Thermoplasmata(100); unclassified; unclassified; unclassified; unclassified	Yes
M_surface_6_m1_040	66.05	1.17	Firmicutes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-826;g__;s__		
K_DeepCast_150m_m2_056	90.04	2.9	Firmicutes	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__	Bacteria(89); unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but unclassified by TaxAss
M_surface_9_m2_177	57.56	0	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Berkiellales;f__;g__;s__		
K_Offshore_40m_m1_049	94.02	0	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Methylophilaceae;g__Methylopumilus;s__		
M_surface_10_m2_141	95.43	3.93	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__;s__		
M_DeepCast_65m_m1_270	59.52	6.01	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__;s__		
M_surface_6_m2_085	72.47	6.29	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__		
K_Offshore_120m_m1_194	73.91	2.25	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__		
K_DeepCast_35m_m1_077	82.29	9.64	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__		
K_Offshore_40m_mx_227	74.84	8.84	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__		
K_Offshore_80m_m2_057	64.63	0.38	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__		
K_Offshore_surface_m1_032	64.23	5.64	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__		
K_DeepCast_100m_m2_315	57.96	2.54	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__;s__		
K_Offshore_40m_m1_054	72.64	1.42	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__;g__;s__		
M_DeepCast_65m_m1_284	96.57	0	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;s__	Bacteria(100); Proteobacteria(100); Gammaproteobacteria(100); Methylococcales(83); Methylomonaceae(83); unclassified; unclassified	Yes
K_Offshore_80m_m1_177	91.91	4.17	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__	Bacteria(100); Proteobacteria(100); Gammaproteobacteria(100); KI89A_clade(98); unclassified; unclassified; unclassified	Yes
K_Offshore_0m_mx_117	53.05	8.31	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	Bacteria(100); Actinobacteria(100); Actinobacteria(100); PeM15(95); unclassified; unclassified; unclassified	Yes for RP16 and GTDB but different Phylum by TaxAss
M_DeepCast_100m_m1_014	94.25	2.05	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	Bacteria(100); Proteobacteria(100); Gammaproteobacteria(100); PLTA13(100); unclassified; unclassified; unclassified	Yes
M_DeepCast_65m_mx_133	94.81	2.63	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	Bacteria(100); Proteobacteria(100); Gammaproteobacteria(100); PLTA13(100); unclassified; unclassified; unclassified	Yes
M_surface_9_m2_068	84.36	5.75	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	Bacteria(83); unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but different Phylum by TaxAss
M_DeepCast_100m_m2_072	87.42	0.5	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	unclassified; unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but unclassified by TaxAss
K_Offshore_120m_m2_034	90.55	2.53	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	unclassified; unclassified; unclassified; unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but unclassified by TaxAss
K_Offshore_80m_m2_176	89.82	1.58	Gammaproteobacteria	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__;s__	Bacteria(100); Proteobacteria(100); Gammaproteobacteria(100); JG36-GS-52(100); unclassified; unclassified; unclassified	Yes
M_surface_7_m1_048	60.39	1.28	Gemmatimonadetes	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__		
K_Offshore_120m_m2_038	97.8	2.75	Gemmatimonadetes	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__		
K_Offshore_80m_m1_181	97.44	2.2	Gemmatimonadetes	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__		
M_DeepCast_400m_m2_225	59.06	0.27	Gemmatimonadetes	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__;g__;s__		
K_Offshore_40m_mx_046	92.31	4.4	Gemmatimonadetes	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	Bacteria(100); Gemmatimonadetes(100); Gemmatimonadetes(100); Gemmatimonadales(100); Gemmatimonadaceae(100); unclassified; unclassified	Yes
M_DeepCast_50m_m2_218	95.6	5.04	Gemmatimonadetes	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	Bacteria(100); Gemmatimonadetes(100); Gemmatimonadetes(100); Gemmatimonadales(100); Gemmatimonadaceae(100); unclassified; unclassified	Yes
M_DeepCast_65m_m1_262	85.71	1.1	Gemmatimonadetes	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	Bacteria(100); Gemmatimonadetes(100); Gemmatimonadetes(100); Gemmatimonadales(100); Gemmatimonadaceae(100); unclassified; unclassified	Yes
K_Offshore_80m_m2_041	98.9	4.4	Gemmatimonadetes	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__;s__	Bacteria(100); Gemmatimonadetes(100); BD2-11_terrestrial_group(100); unclassified; unclassified; unclassified; unclassified	Yes
M_surface_10_mx_236	96.99	4.46	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__Kapabacteriaceae;g__UBA10438;s__		
K_Offshore_80m_m2_224	95.9	0.87	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__;g__;s__		
K_DeepCast_100m_m2_118	92.06	1.64	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__;f__;g__;s__	Bacteria(100); Bacteroidetes(100); Ignavibacteria(100); Ignavibacteriales(100); SM1H02(100); unclassified; unclassified	Yes
K_DeepCast_100m_m2_176	96.37	0.56	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__;s__	Bacteria(100); Bacteroidetes(100); Ignavibacteria(100); Ignavibacteriales(100); SR-FBR-L83(100); unclassified; unclassified	Yes
K_DeepCast_250m_m1_364	90.71	3.28	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__SJA-28;f__;g__;s__	Bacteria(100); Bacteroidetes(100); Ignavibacteria(100); SJA-28(100); unclassified; unclassified; unclassified	Yes
K_Offshore_0m_mx_139	93.72	0.56	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__;g__;s__	Bacteria(100); Cyanobacteria(100); Oxyphotobacteria(100); Synechococcales(81); Cyanobiaceae(80); unclassified; unclassified	No
M_DeepCast_65m_m1_282	93.59	2.19	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__UBA10030;o__;f__;g__;s__	Bacteria(100); Bacteroidetes(99); Ignavibacteria(95); Ignavibacteriales(89); unclassified; unclassified; unclassified	Yes RP16 and TaxAss
K_DeepCast_100m_m2_316	97.8	1.09	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__	Bacteria(100); Bacteroidetes(100); Ignavibacteria(100); Kryptoniales(100); BSV26(100); unclassified; unclassified	Yes RP16 and TaxAss
M_DeepCast_400m_m2_062	95.06	3.48	Ignavibacteria	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA10030;g__;s__	Bacteria(100); Bacteroidetes(100); Ignavibacteria(100); Kryptoniales(100); BSV26(100); unclassified; unclassified	Yes RP16 and TaxAss
K_DeepCast_100m_m2_241	54.86	1.38	Kirimatiellacea	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__	Bacteria(100); Kiritimatiellaeota(100); Kiritimatiellae(100); Kiritimatiellales(100); Kiritimatiellaceae(100); MSBL3(100); unclassified	Yes
K_DeepCast_100m_m2_028	96.11	4.65	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Bacteria(100); Kiritimatiellaeota(100); Kiritimatiellae(100); WCHB1-41(99); unclassified; unclassified; unclassified	Yes
M_DeepCast_200m_m2_085	93.24	1.38	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	Bacteria(100); Kiritimatiellaeota(100); Kiritimatiellae(100); WCHB1-41(100); unclassified; unclassified; unclassified	Yes
K_DeepCast_250m_m2_056	91.89	4.73	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Bacteria(100); Kiritimatiellaeota(100); Kiritimatiellae(100); WCHB1-41(100); unclassified; unclassified; unclassified	Yes
M_DeepCast_400m_m2_230	93.92	0.68	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Bacteria(100); Kiritimatiellaeota(100); Kiritimatiellae(100); WCHB1-41(100); unclassified; unclassified; unclassified	Yes
K_DeepCast_150m_m2_200	95.45	6.72	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__SM23-35;g__;s__		
M_DeepCast_200m_m2_046	94.32	3.64	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__		
K_DeepCast_250m_m1_045	92.73	0.91	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__		
K_DeepCast_300m_m2_067	58.01	3.99	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__		
M_DeepCast_50m_m2_151	96.82	4.22	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__		
M_DeepCast_65m_m2_155	96.76	2.73	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__		
M_DeepCast_65m_m2_186	86.81	2.73	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__		
K_Offshore_80m_m2_040	94.09	3.92	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__		
K_Offshore_80m_m2_121	98.12	2.78	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__;s__		
M_DeepCast_65m_mx_150	96.82	5.78	Nitrospirae	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	Bacteria(100); Proteobacteria(100); Alphaproteobacteria(100); unclassified; unclassified; unclassified; unclassified	Yes for RP16 and GTDB but different Phylum by TaxAss
K_Offshore_0m_mx_037	83.24	1.14	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__		
K_DeepCast_100m_mx_218	92.47	2.15	Planctomycetes	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__		
M_DeepCast_200m_mx_231	76.32	5.9	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__		
M_DeepCast_400m_m2_048	96.59	1.24	Planctomycetes	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__		
M_DeepCast_400m_m2_195	88.12	3.41	Planctomycetes	d__Bacteria;p__Planctomycetota;c__Brocadiae;o__;f__;g__;s__		
M_DeepCast_50m_m2_133	93.18	3.41	Planctomycetes	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__		
M_DeepCast_65m_m1_287	80.11	2.27	Planctomycetes	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__		
M_DeepCast_65m_m2_061	96.02	4.55	Planctomycetes	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__;g__;s__		
