MAG_ID,Genome size (bp) of MAG,Percent CDS (CDS bp divided by total BP),Cazyme density (nb of CAZYME/bp),sum AA,sum CBM,sum CE,sum cohesin,sum GH,sum GT,sum PL,AA10,AA12,AA2,AA3,AA3_2,AA3_4,AA4,AA5,AA5_2,AA6,AA7,CBM13,CBM16,CBM2,CBM20,CBM25,CBM3,CBM32,CBM34,CBM35,CBM38,CBM4,CBM40,CBM41,CBM44,CBM47,CBM48,CBM50,CBM51,CBM53,CBM57,CBM6,CBM66,CBM67,CBM73,CBM8,CBM9,CE1,CE10,CE11,CE12,CE13,CE14,CE15,CE16,CE2,CE3,CE4,CE5,CE6,CE7,CE8,CE9,cohesin,GH1,GH10,GH100,GH102,GH103,GH104,GH105,GH106,GH107,GH108,GH109,GH110,GH112,GH113,GH114,GH115,GH116,GH117,GH119,GH12,GH120,GH123,GH125,GH127,GH128,GH129,GH13,GH13_1,GH13_10,GH13_11,GH13_13,GH13_15,GH13_16,GH13_18,GH13_2,GH13_20,GH13_21,GH13_23,GH13_26,GH13_27,GH13_3,GH13_30,GH13_31,GH13_33,GH13_36,GH13_38,GH13_4,GH13_5,GH13_6,GH13_7,GH13_8,GH13_9,GH130,GH133,GH135,GH136,GH137,GH138,GH139,GH140,GH141,GH142,GH143,GH144,GH145,GH146,GH147,GH148,GH149,GH15,GH150,GH151,GH152,GH153,GH16,GH17,GH18,GH19,GH2,GH20,GH22,GH23,GH24,GH25,GH26,GH27,GH28,GH29,GH3,GH30,GH30_1,GH30_2,GH30_5,GH30_8,GH31,GH32,GH33,GH35,GH36,GH37,GH38,GH39,GH4,GH42,GH43,GH43_10,GH43_11,GH43_12,GH43_17,GH43_18,GH43_2,GH43_22,GH43_24,GH43_26,GH43_27,GH43_28,GH43_30,GH43_31,GH43_32,GH43_33,GH43_5,GH43_8,GH43_9,GH44,GH45,GH46,GH47,GH48,GH49,GH5,GH5_1,GH5_10,GH5_12,GH5_13,GH5_14,GH5_17,GH5_19,GH5_2,GH5_22,GH5_24,GH5_25,GH5_27,GH5_28,GH5_29,GH5_32,GH5_36,GH5_37,GH5_38,GH5_39,GH5_41,GH5_42,GH5_45,GH5_46,GH5_48,GH5_5,GH5_51,GH5_7,GH50,GH51,GH53,GH55,GH56,GH57,GH6,GH62,GH63,GH64,GH65,GH66,GH67,GH7,GH71,GH72,GH73,GH74,GH76,GH77,GH78,GH79,GH8,GH81,GH84,GH86,GH87,GH88,GH89,GH9,GH92,GH93,GH94,GH95,GH96,GH97,GH99,GT1,GT10,GT101,GT102,GT103,GT104,GT11,GT12,GT13,GT14,GT15,GT17,GT19,GT2_Glyco_tranf_2_2,GT2_Glyco_tranf_2_3,GT2_Glyco_tranf_2_4,GT2_Glyco_tranf_2_5,GT2_Glyco_trans_2_3,GT2_Glycos_transf_2,GT20,GT21,GT22,GT23,GT25,GT26,GT27,GT28,GT29,GT3,GT30,GT31,GT32,GT33,GT34,GT35,GT39,GT4,GT41,GT45,GT46,GT47,GT48,GT5,GT50,GT51,GT53,GT55,GT56,GT59,GT6,GT60,GT61,GT66,GT69,GT7,GT70,GT71,GT74,GT75,GT76,GT77,GT8,GT81,GT83,GT84,GT85,GT87,GT88,GT89,GT9,GT90,GT92,GT94,PL1,PL1_2,PL1_6,PL10,PL10_2,PL10_3,PL11,PL11_2,PL12,PL12_2,PL12_3,PL14,PL14_3,PL15,PL15_1,PL17,PL17_2,PL2,PL21,PL21_1,PL22,PL22_2,PL25,PL26,PL27,PL3,PL4,PL5,PL6,PL6_1,PL6_2,PL7,PL8,PL8_2,PL8_3,PL9,PL9_1,PL9_2,PL9_4,Total of annotated CAZYmes
K_Offshore_80m_m2_003,8658050,0.938407032,3.02609E-05,15,5,63,0,110,65,4,,,,12,,,1,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,4,13,21,1,1,1,4,6,,,,3,,2,10,,1,,,,,,,,1,,,,48,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,2,,,1,,,,,,,,,,,,,,,2,,,6,,,,,,1,,,,,,,,,36,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,4,,,,24,,3,,,,,,2,,,1,,,,,1,,18,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,3,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,262
M_surface_6_m1_040,770635,0.9505888,3.24408E-05,0,2,1,0,14,8,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,1,,,,,,,1,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
K_DeepCast_150m_m2_056,2133338,0.910521446,9.84373E-06,1,0,3,0,7,10,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
M_surface_9_m2_177,1152751,0.915677367,3.46996E-06,0,0,1,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
K_Offshore_40m_m1_054,1154426,0.940473447,9.52854E-06,1,0,3,0,3,4,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
K_Offshore_40m_m1_049,1206401,0.946899082,2.23806E-05,1,1,1,0,6,18,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,1,,4,1,,,,,1,,2,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
K_Offshore_80m_m2_057,1393987,0.934288483,1.86515E-05,5,1,6,0,6,8,0,,1,,,1,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,2,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
K_Offshore_surface_m1_032,1452508,0.953428139,1.79001E-05,3,0,4,0,8,11,0,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,1,,,1,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
K_DeepCast_100m_m2_315,1663806,0.935381889,2.04351E-05,4,2,3,0,6,19,0,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,3,,,,,,,,1,,,1,,,,,1,,7,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
K_Offshore_120m_m1_194,1805102,0.938600146,1.55116E-05,5,1,6,0,9,7,0,,1,,,1,,1,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,1,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
M_DeepCast_100m_m2_072,1805733,0.95823912,1.93827E-05,6,1,8,0,9,11,0,,1,,,1,,2,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,2,,,,,,1,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
K_Offshore_40m_mx_227,1940038,0.941957838,1.64945E-05,4,1,7,0,9,11,0,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,2,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
M_surface_6_m2_085,2192707,0.955284039,1.36817E-05,7,1,7,0,6,9,0,,,,,3,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
M_surface_9_m2_068,2358192,0.940252108,1.99305E-05,8,1,9,0,9,19,1,,,,2,2,,2,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,5,,,,,,,,1,,,1,,,,,,,5,2,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
M_DeepCast_100m_m1_014,2370162,0.932114767,1.13916E-05,3,1,11,0,5,7,0,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,9,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
M_DeepCast_65m_m1_284,2475407,0.870422924,1.29272E-05,2,1,1,0,11,17,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,4,,,,,,,,1,,,1,,,,,1,,1,,,,,,1,,3,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
K_Offshore_120m_m2_034,2557637,0.949140945,1.99403E-05,9,1,11,0,14,16,0,,,,2,3,,3,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,8,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,2,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,1,,,1,,,,,1,,4,,,,,,1,,2,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
K_Offshore_0m_mx_117,2761619,0.912174344,2.96927E-05,6,5,7,0,18,45,1,,,,3,,,2,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,4,1,4,1,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,1,,,1,1,,,,1,2,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,2,,,,,1,,,,,,,8,,,,,3,,,1,,,1,,,,,2,,20,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
K_Offshore_80m_m2_176,2796710,0.931243854,1.89508E-05,6,1,7,0,5,32,2,,1,,,,,2,,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,3,1,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,6,,,,,,1,,1,,,1,,,,,,,12,,,,,,,,3,,,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53
M_DeepCast_65m_m1_270,2810983,0.879987179,2.31236E-05,3,3,3,0,18,38,0,,,,,1,,,,1,1,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,,1,1,,,2,,1,,,1,,,,,3,,10,,,,,,2,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
M_DeepCast_65m_mx_133,2958691,0.929712836,1.31815E-05,4,1,11,0,8,14,1,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,10,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,1,,,1,,,,,2,,2,,,,,,1,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
M_surface_10_m2_141,3079122,0.928946628,1.46146E-05,6,0,6,0,5,27,1,,,,1,,,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,5,,,,,,,,1,,,1,,,,,,,9,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
K_DeepCast_35m_m1_077,3429140,0.925714611,1.69139E-05,4,0,11,0,11,31,1,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,1,,,,,,,,,,,,,,,2,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,9,1,,,,1,,,1,,,1,,,,,,,12,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
K_Offshore_80m_m1_177,3939133,0.91271658,1.54856E-05,12,1,17,0,13,18,0,,,,6,1,,2,,,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,10,2,,1,2,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,,1,,,,,,,8,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
M_surface_7_m1_048,927463,0.958132023,1.94078E-05,0,0,4,0,3,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
M_DeepCast_400m_m2_225,1561761,0.896366345,2.24106E-05,0,4,3,0,18,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,1,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,35
M_DeepCast_50m_m2_218,2069953,0.952372349,2.46382E-05,4,1,9,0,14,23,0,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,7,1,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,2,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,7,,,,,,,,1,,,1,,,,,,,6,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
K_Offshore_40m_mx_046,2279195,0.946773313,2.85188E-05,5,2,11,0,22,25,0,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,6,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,,1,,,,,,2,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,6,,,,,,,,1,,,1,,,,,,,9,,,,,,,,3,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
