"Genome1"	"Genome2"	"ANI"	"self"	"group"	"group2"	"versus"	"Manual.Taxonomy"	"Taxonomy..GTDB.tk."
"M_DeepCast_65m_m2_224"	"GCA_009694625.1_ASM969462v1_genomic.fna"	76.695221	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_10_m1_251"	"GCA_009694625.1_ASM969462v1_genomic.fna"	76.415619	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009694635.1_ASM969463v1_genomic.fna"	74.792488	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m1_133"	"GCA_009694635.1_ASM969463v1_genomic.fna"	75.003777	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009694635.1_ASM969463v1_genomic.fna"	75.211502	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_65m_m2_224"	"GCA_009694635.1_ASM969463v1_genomic.fna"	76.96022	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_10_m1_251"	"GCA_009694635.1_ASM969463v1_genomic.fna"	75.88356	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009694685.1_ASM969468v1_genomic.fna"	75.062683	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m1_223"	"GCA_009694685.1_ASM969468v1_genomic.fna"	77.31353	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009694685.1_ASM969468v1_genomic.fna"	75.345848	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009694685.1_ASM969468v1_genomic.fna"	75.150856	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009694685.1_ASM969468v1_genomic.fna"	74.792267	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009694685.1_ASM969468v1_genomic.fna"	75.246803	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_80m_m2_228"	"GCA_009694685.1_ASM969468v1_genomic.fna"	74.779922	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_surface_mx_256"	"GCA_009694685.1_ASM969468v1_genomic.fna"	74.81073	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"M_DeepCast_50m_m1_133"	"GCA_009694685.1_ASM969468v1_genomic.fna"	75.289169	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009694685.1_ASM969468v1_genomic.fna"	75.224747	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009694685.1_ASM969468v1_genomic.fna"	75.100037	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m2_221"	"GCA_009694685.1_ASM969468v1_genomic.fna"	75.100548	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"M_DeepCast_65m_m2_224"	"GCA_009694685.1_ASM969468v1_genomic.fna"	79.610062	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_10_m1_251"	"GCA_009694685.1_ASM969468v1_genomic.fna"	77.226227	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__"
"K_DeepCast_35m_m2_009"	"GCA_009694735.1_ASM969473v1_genomic.fna"	74.759445	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009694735.1_ASM969473v1_genomic.fna"	74.979233	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009694735.1_ASM969473v1_genomic.fna"	74.927246	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_65m_m1_223"	"GCA_009694735.1_ASM969473v1_genomic.fna"	76.6194	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009694735.1_ASM969473v1_genomic.fna"	75.16713	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009694735.1_ASM969473v1_genomic.fna"	75.162292	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009694735.1_ASM969473v1_genomic.fna"	75.063538	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009694735.1_ASM969473v1_genomic.fna"	75.123657	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_80m_m2_228"	"GCA_009694735.1_ASM969473v1_genomic.fna"	74.769615	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_surface_mx_256"	"GCA_009694735.1_ASM969473v1_genomic.fna"	74.838661	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"M_DeepCast_100m_m1_373"	"GCA_009694735.1_ASM969473v1_genomic.fna"	75.242165	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Betaproteobacteria"	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Rhodocyclaceae;g__UTPRO2;s__"
"M_DeepCast_50m_m1_133"	"GCA_009694735.1_ASM969473v1_genomic.fna"	75.306122	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009694735.1_ASM969473v1_genomic.fna"	75.344452	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m2_111"	"GCA_009694735.1_ASM969473v1_genomic.fna"	74.982971	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"M_DeepCast_50m_m2_221"	"GCA_009694735.1_ASM969473v1_genomic.fna"	74.899979	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__;g__;s__"
"M_DeepCast_65m_m2_224"	"GCA_009694735.1_ASM969473v1_genomic.fna"	79.386795	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_10_m1_251"	"GCA_009694735.1_ASM969473v1_genomic.fna"	77.447037	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__"
"K_DeepCast_65m_m1_223"	"GCA_009694745.1_ASM969474v1_genomic.fna"	77.858421	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009694745.1_ASM969474v1_genomic.fna"	75.094528	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_65m_m2_224"	"GCA_009694745.1_ASM969474v1_genomic.fna"	76.492386	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__12-FULL-67-14b;s__"
"M_surface_10_m1_251"	"GCA_009694745.1_ASM969474v1_genomic.fna"	76.551559	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Acidobacteria"	"d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009694805.1_ASM969480v1_genomic.fna"	74.968102	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_Offshore_40m_m1_220"	"GCA_009694805.1_ASM969480v1_genomic.fna"	75.291397	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009695065.1_ASM969506v1_genomic.fna"	74.920647	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009695065.1_ASM969506v1_genomic.fna"	74.616203	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009695065.1_ASM969506v1_genomic.fna"	74.825699	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_120m_m2_058"	"GCA_009695065.1_ASM969506v1_genomic.fna"	75.62561	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009695065.1_ASM969506v1_genomic.fna"	74.864304	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_40m_m1_220"	"GCA_009695065.1_ASM969506v1_genomic.fna"	75.974899	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009695065.1_ASM969506v1_genomic.fna"	74.836655	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_surface_mx_256"	"GCA_009695065.1_ASM969506v1_genomic.fna"	74.955368	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"M_DeepCast_100m_m1_317"	"GCA_009695065.1_ASM969506v1_genomic.fna"	77.01561	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__"
"M_DeepCast_100m_m1_323"	"GCA_009695065.1_ASM969506v1_genomic.fna"	77.093903	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__"
"M_DeepCast_50m_m1_133"	"GCA_009695065.1_ASM969506v1_genomic.fna"	74.780334	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_DeepCast_50m_m1_244"	"GCA_009695065.1_ASM969506v1_genomic.fna"	74.860245	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"CP Rokubacteria"	"d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__"
"M_surface_9_m2_112"	"GCA_009695065.1_ASM969506v1_genomic.fna"	75.842842	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__;s__"
"M_DeepCast_100m_m1_317"	"GCA_009695085.1_ASM969508v1_genomic.fna"	76.703613	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__"
"M_DeepCast_100m_m1_323"	"GCA_009695085.1_ASM969508v1_genomic.fna"	76.542725	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__"
"K_Offshore_120m_m2_058"	"GCA_009695095.1_ASM969509v1_genomic.fna"	76.220573	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_40m_m1_220"	"GCA_009695095.1_ASM969509v1_genomic.fna"	75.958099	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"M_DeepCast_100m_m1_317"	"GCA_009695095.1_ASM969509v1_genomic.fna"	76.911621	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__"
"M_DeepCast_100m_m1_323"	"GCA_009695095.1_ASM969509v1_genomic.fna"	77.639587	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__"
"M_surface_9_m2_112"	"GCA_009695095.1_ASM969509v1_genomic.fna"	76.773605	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__;s__"
"M_DeepCast_100m_m1_317"	"GCA_009695105.1_ASM969510v1_genomic.fna"	76.520821	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__"
"M_DeepCast_100m_m1_323"	"GCA_009695105.1_ASM969510v1_genomic.fna"	76.729843	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__"
"M_DeepCast_100m_m1_317"	"GCA_009695145.1_ASM969514v1_genomic.fna"	76.602661	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__"
"M_DeepCast_100m_m1_323"	"GCA_009695145.1_ASM969514v1_genomic.fna"	77.386246	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009695165.1_ASM969516v1_genomic.fna"	74.936234	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"M_DeepCast_100m_m1_317"	"GCA_009695165.1_ASM969516v1_genomic.fna"	76.809975	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__"
"M_DeepCast_100m_m1_323"	"GCA_009695165.1_ASM969516v1_genomic.fna"	76.86692	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__;s__"
"K_DeepCast_100m_m2_028"	"GCA_009695185.1_ASM969518v1_genomic.fna"	75.157318	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Lentisphaerae"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__"
"K_DeepCast_150m_m2_164"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.686066	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__"
"K_DeepCast_35m_m1_177"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.688972	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA4248;o__UBA7976;f__UBA1532;g__;s__"
"K_DeepCast_35m_m2_009"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.731537	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__"
"K_DeepCast_35m_m2_067"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.753052	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_DeepCast_35m_m2_150"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.658394	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"K_DeepCast_35m_m2_271"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.807716	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_120m_m2_058"	"GCA_009695185.1_ASM969518v1_genomic.fna"	75.604195	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_120m_mx_162"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.727852	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Deltaproteobacteria"	"d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__"
"K_Offshore_120m_mx_222"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.754997	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__;s__"
"K_Offshore_40m_m1_220"	"GCA_009695185.1_ASM969518v1_genomic.fna"	75.70607	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V3"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__;s__"
"K_Offshore_80m_m1_186"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.623444	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__;s__"
"K_Offshore_80m_m2_006"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.545692	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Phycisphaerae"	"d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__"
"K_Offshore_80m_m2_107"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.64782	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__"
"K_Offshore_80m_m2_115"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.575012	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__;g__;s__"
"K_Offshore_80m_m2_123"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.711639	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Alphaproteobacteria non LD12"	"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__"
"K_Offshore_surface_mx_256"	"GCA_009695185.1_ASM969518v1_genomic.fna"	74.69696	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Planctomycetes"	"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA1268;g__;s__"
"M_DeepCast_100m_m1_317"	"GCA_009695185.1_ASM969518v1_genomic.fna"	76.494858	FALSE	"Tanganyika"	"Baikal"	"Tanganyika_vs_Baikal"	"Verrucomicrobia V4"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;s__"
